key	text	tooltip
battle_script_strings_string_CreativeAssembly.Naval_Basic_Controls.Shot_Types_3	The now highlighted type is Chain Shot. This shot type will hit the enemy’s masts and can be used to cripple an enemy’s movement.	false
battle_script_strings_string_CreativeAssembly.Naval_Basic_Controls.Shot_Types_4	The final shot type now highlighted is Grape Shot. This is a close range shot type that is devastating against the enemy’s crew.	false
battle_script_strings_string_CreativeAssembly.Naval_Basic_Controls.Shot_Types_5	You have now learnt about the various shot types, experiment with them now if you want but your aim is to sink this enemy ship.	false
battle_script_strings_string_CreativeAssembly.Naval_Basic_Controls.Tutorial_Complete_1	The enemy sloop has surrendered, well done sir!	false
battle_script_strings_string_CreativeAssembly.Naval_Basic_Controls.Tutorial_Complete_2	This brings the Naval tutorial to an end.	false
battle_script_strings_string_CreativeAssembly.Naval_Basic_Controls.Tutorial_Complete_3	In this tutorial you learnt how to control the camera, how to move your ship, how to attack, how to board and how to control your ship in combat. You also learned the basics of the HUD.	false
battle_script_strings_string_CreativeAssembly.Naval_Basic_Controls.Welcome_1	Welcome to the Naval Battle Basic Controls tutorial. My name is Admiral Green, and I am your naval battle advisor.	false
battle_script_strings_string_CreativeAssembly.Naval_Basic_Controls.Welcome_2	We have had reports of French ships raiding in the Caribbean and your ship has been dispatched to deal with some of them.	false
battle_script_strings_string_CreativeAssembly.Naval_Basic_Controls.Welcome_3	In this tutorial you will learn about the HUD, camera controls, ship movement and combat.	false
battle_script_strings_string_CreativeAssembly.Naval_Basic_Controls.Welcome_4	For now please click the End Deployment button to begin the tutorial.	false
battle_script_strings_string_CreativeAssembly.Naval_General_Tutorial_Messages.Good	Good.	false
battle_types_onscreen_capture_point	Capture Point Battle	false
battle_types_onscreen_classic	Classic Land Battle	false
battle_types_onscreen_historic	Scenario Battle	false
battle_types_onscreen_naval	Naval Battle	false
battle_types_onscreen_siege	Siege Battle	false
battle_weather_types_onscreen_dry	Dry	false
battle_weather_types_onscreen_heavy_dust	Heavy dust	false
battle_weather_types_onscreen_heavy_rain	Heavy rain	false
battle_weather_types_onscreen_heavy_snow	Heavy snow	false
battle_weather_types_onscreen_light_dust	Light dust	false
battle_weather_types_onscreen_light_rain	Light rain	false
battle_weather_types_onscreen_light_snow	Light snow	false
battle_weather_types_onscreen_torrential_dust	Dust storm	false
battle_weather_types_onscreen_torrential_rain	Rain storm	false
battle_weather_types_onscreen_torrential_snow	Snow storm	false
battlefield_building_categories_onscreen_name_armoury	Armoury	false
battlefield_building_categories_onscreen_name_barracks	Barracks	false
battlefield_building_categories_onscreen_name_boulder	Boulder	false
battlefield_building_categories_onscreen_name_bridge	Bridge	false
battlefield_building_categories_onscreen_name_church	Church	false
battlefield_building_categories_onscreen_name_command_HQ	Command HQ	false
battlefield_building_categories_onscreen_name_farmhouse	Farmhouse	false
battlefield_building_categories_onscreen_name_fence	Fence	false
battlefield_building_categories_onscreen_name_fort	Fort	false
battlefield_building_categories_onscreen_name_gate	Gate	false
battlefield_building_categories_onscreen_name_house	House	false
battlefield_building_categories_onscreen_name_hut	Hut	false
battlefield_building_categories_onscreen_name_incidental	Incidental	false
battlefield_building_categories_onscreen_name_ruins	Ruins	false
battlefield_building_categories_onscreen_name_rural	Rural	false
battlefield_building_categories_onscreen_name_townhall	Townhall	false
battlefield_building_categories_onscreen_name_warehouse	Warehouse	false
battlefield_building_categories_onscreen_name_windmill	Windmill	false
battlefield_deployable_siege_items_string_ladder	Ladders	false
battlefield_deployable_siege_items_string_petardier	Petardier	false
battlefield_deployable_siege_items_string_sap_point	Sap Point	false
battles_description_afghan_mountains	This map is covered in large, rolling hills.	false
battles_description_algeria	A coastal map with fields on its relatively flat terrain.	false
battles_description_alpine_pass	A valley between mountains is the setting for this map.	false
battles_description_alsace	A town is a prominent part of this map along with the fields and small hills around it.	false
battles_description_anatolia	This map is a mix of trees, rolling hills and open areas.	false
battles_description_arctic	This map is set in the cold waters of the Arctic.	false
battles_description_battle_of_blenheim	Fought on 13 August 1704, the Battle of Blenheim was one the major turning points against the French in the War of the Spanish Succession. The fate of the Grand Alliance against Bourbon France hung in the balance. If the French forces reached Vienna, the Alliance would probably have collapsed.\\n\\nWhile lying to his allies about his plans, British General John Churchill, the Duke of Marlborough and ancestor of Winston Churchill, marched his army down the Danube, using brilliant administration to make sure his men were properly fed and supplied all the way. He managed to catch a numerically-superior Franco-Bavarian army before they could reach Vienna and forced a battle.\\n\\nTallard's French forces had to defeat Churchill’s allied force in order to reach Vienna. They could not hope to lay siege to the city with an Allied army behind them. The fate of the Grand Alliance hung in the balance.	false
battles_description_battle_of_brandywine_creek	After landing from his transport ships on the American coast, Major-General Sir William Howe led the British troops eastwards, with the intention of capturing Philadelphia.\\n\\nIn preparation, American General George Washington readied most of his units to defend from this frontal assault around the narrow crossing of Chad's Ford on the Brandywine. The Creek flows through the countryside of Pennsylvania, enveloped by sheer cliffs and heavily wooded hills on both sides. Knowing that much of fast-flowing creek could not be crossed, Washington was confident of holding his position.\\n\\nHowever, more detailed surveillance of the terrain would suggest that alternative routes could provide could turn the battle in the favour of the British.	false
battles_description_battle_of_cowpens	With the loss of Charleston and defeat at Camden in 1780, organised Continental military activity in the Southern colonies collapsed. The British under Lord Cornwallis now greatly outnumbered the Americans.\\n\\nHowever the Americans have not been completely defeated. Nathanael Greene has been appointed leader of the US forces in the South, and a victory by Patriot militia at the Battle of Kings Mountain has helped boost morale. Greene has given command of some of his men to Brigadier-General Daniel Morgan. His mixed force of Continental and militia troops now face Colonel Banastre Tarleton’s British Legion. Tarleton, nicknamed “Bloody Ban” for his reputed part in a massacre of Patriot forces, is a skilled leader of light forces. Morgan, however, has created a battle plan to defeat him. Rallying his forces at the cow pens, his force has been set up in multiple lines ready for the battle.\\n\\nSee if you can win the battle for the Americans as well as Morgan did.\\n\\nHistorically the battle was a brilliant tactical victory for Morgan, with his plan resulting in a classic double envelopment of the British. The British force was almost annihilated, and the victory here helped contribute to the eventual British surrender at Yorktown.	false
battles_description_battle_of_culloden	The Jacobite Rebellion of 1745 resulted in recrimination and confusion after the invasion of England ended in retreat. By 1746 the Jacobite army of Bonnie Prince Charles was declining in numbers and motivation. Despite victories at Prestonpans and Falkirk many Highlanders had left the army after Falkirk to return home.\\n\\nThe British army in Scotland was now led by William, Duke of Cumberland, and second son of King George II. His army was bigger than the Jacobite force, and he had been drilling it for six weeks at Aberdeen. This training included new bayonet drills to fight the Highlanders. \\n\\nCumberland marched north. The Jacobites chose to fight on a marsh near Culloden. This decision showed some of the internal tensions in the Jacobite army. Some thought the marshy ground would impede the famous Highland charge, a tactic which was the basis of their victory plans. The Jacobites tried a night attack on the day of Cumberland’s birthday, but it failed. In the morning, the British army, which included Highland clansmen in its ranks, assembled on the moor.\\n\\nCan you change history and lead the smaller, exhausted force of Bonnie Prince Charles to victory?\\n\\nHistorically Culloden was won by the British government forces, with the Jacobite army being decisively defeated. This ended any hope of the Stuarts reclaiming the British throne. Cumberland gained the nickname of “Butcher” because of his orders to kill any wounded Jacobites on the field. Government loyalists called him “Sweet William”, and the flower of the same name is supposedly named in his honour.	false
battles_description_battle_of_fontenoy	The War of the Austrian Succession had its roots in the ancient Salic law that said no woman could inherit the Holy Roman Empire. Despite this, Maria Theresa succeeded to most of her father's possessions, and there was an understanding among many German princes that her husband could be elected Emperor. Frederick II of Prussia, however, used the dispute to invade Silesia in 1740 to enhance Prussian power and prestige.\\n\\nThe war quickly became a European affair as old enmities surfaced once again. The French, naturally, opposed the Austrian Hapsburgs.\\n\\nIn 1745, at Fontenoy in the Austrian Netherlands, a French army under the redoubtable Marshal de Saxe, clashed with a Anglo-Dutch-Hanoverian force. The battle was an extremely bloody one, with eventually the French left holding the field against a massed infantry assault by the British and their allies.\\n\\nThe British defeat encouraged the French to stir up rebellion in Scotland, leading directly to the landing of Bonnie Prince Charlie and the Jacobite rising of "the '45".	false
battles_description_battle_of_harlem_heights	Following the loss of Boston to the Rebels, the British needed a new strategy: an attack on New York was to be attempted. Ten weeks later, the Continental Army suffered a huge loss in the Battle of Long Island and abandoned New York City.\\n\\nRetreating to Morris Mansion on the heights of Harlem, General Washington assembled his troops and watched as Major-General Howe moved his forces onto the high ground across the plains. Washington then ordered Captain Thomas Knowlton to lead a group of New England Rangers south to attempt to draw the British back towards the Americans encamped on the Heights to surprise them.\\n\\nCan the Americans stop the British from overrunning all of New York and then crossing into New Jersey and Pennsylvania? Will they find the courage to stop the British?	false
battles_description_battle_of_kagul	After a glorious victory at the Battle of Larga, General Rumyanstev continued his campaign against the Ottoman Empire, pursuing his Turkish enemies in an unrelenting attempt to drive them out of Europe. Ever against the odds, the determined Russian leader rallied his troops in combat against seemingly uncountable enemy forces. Only days later, on the banks of the River Kagul, the two armies faced each other again. The Russians were vastly outnumbered and facing a heavily entrenched enemy.\\n\\nVictory in this battle will confirm Russia's position as a force to be reckoned with in European affairs. Lead the triumphant Russian army to victory - and glory for Mother Russia!	false
battles_description_battle_of_lagos	As so often in 18th Century warfare, French plans to invade England during the Seven Years War were reliant on ships from the naval base at Toulouse joining ships from Brest. The British had both ports blockaded, and the French had to wait for one of the blockading fleets to withdraw for re-supply before attempting any rendezvous.\\n\\nThe opportunity came when the British fleet under Admiral Boscawen at Toulon withdrew to Gibraltar. The French under Jean-François de la Clue-Sabran left Toulon, and began to make their way towards Brest. Passing the Straits of Gibraltar, the French were spotted by Boscawen’s lookout ships.\\n\\nGiving chase, Boscawen’s fleet was only slightly larger than the French force, and caught up with them off the coast of Portugal where battle was joined.\\n\\nTake control of the British and defeat the French to end the invasion threat to Britain.\\n\\nHistorically, the French fleet separated and Boscawen’s fourteen ships defeated seven French ships.	false
battles_description_battle_of_leuthen	Whilst Fredrick the Great claimed victory at Rossbach, the Austrians had retaken Silesia. In response, he marched on Breslau and was met by the Austrians at the village of Leuthen. The combined Austrian armies of Prince Charles of Lorraine and Leopold von Daun were more than twice the size of the Prussian force.\\n\\nFearing that Frederick would use strategy of flank attacks that had so often defeated them in the past, the Austrians stretched themselves across four miles of the countryside.\\n\\nWill this strategy contain the Prussian army? Or will Frederick the Great, once again, carry the day?	false
battles_description_battle_of_mellazo	Following the end of The War of Spanish Succession, Spain lost its Italian territories thanks to the Treaty of Utrecht in 1713. Not surprisingly, King Philip V of Spain was intent on regaining these lands. Having recaptured Sardinia the previous year, the Spanish landed on Sicily in July 1718.\\n\\nOn the morning of 15 October 1718, the Spanish army under the Marquis de Lede was camped around the city of Mellazo. However, unknown to the Spanish, their fleet had been beaten by the British at Cape Passaro. The Royal Navy had then landed an Austrian army, under Count Wirich von Daun, to lift the siege.\\n\\nThe Marquis de Lede was completely surprised by the Austrian attack and, with no possibility of help from Spanish forces to the West faced a desperate Battle. Can you delay the Austrians and regroup the scattered Spanish forces?	false
battles_description_battle_of_petrovaradin	Having mustered an army in Belgrade, the Ottoman Grand Vizier Damad Ali marched northward along the Danube with the intention of crushing the Austrians in Serbia and beyond. War between Austria and the Ottoman Empire was hardly unusual. This time the cause of war was the defensive alliance between Austria and Venice. The Ottomans had attacked and conquered the Venetian possessions in Greece.\\n\\nThe great Austrian general Prince Eugene of Savoy favoured a direct confrontation, and encamped his army at the Austrian-held fort at Petrovaradin.\\n\\nDespite having the weaker force, Prince Eugene faced a stark choice. Should he strike before Damad Ali’s horde is entrenched, or allow the Ottomans to lose all mobility?	false
battles_description_battle_of_plassey	Trade, money, power: whoever secured India would have them all. The British, French and Dutch contended for their share of India’s wealth, but the Mughal Empire had no intention of giving up without a fight.\\n\\nSupplied by the French, the Nawab of Bengal, Siraj-ud-Daulah, marched on Plassey, threatening British interests there. Defended only by Colonel Robert Clive and a small force of sepoys, this small village became the turning point for the British East Indian Company’s fortunes.\\n\\nPenned in against the river, Clive’s army must hold their ground against superior Mughal numbers. Victory here will secure the Company’s interests and wealth for generations to come.	false
battles_description_battle_of_porto_novo	Because it took a long time for messages and ships to reach India from Europe, British Royal Navy admirals often found themselves having to make do with inferior forces against superior French forces, no orders and no reinforcements.\\n\\nVice-Admiral George Pocock found himself in this situation in 1759 during the Seven Years War. His smaller and less powerful force had already fought two indecisive battles with a French fleet under the Comte ďAché.\\n\\nHe would now have to fight once again. This time, however, Pocock would be on the offensive near the French base at Pondicherry. If he could beat the French, control over the Indian Ocean would pass to the Royal Navy, and the French would have to withdraw. Pondicherry would almost certainly fall, and the French would no longer have a base in India. \\n\\nTake control of Pocock’s outnumbered and outgunned fleet as you seek the defeat of the French. Historically, this battle ended indecisively on a tactical level, but the advantage went to the British and gave them control of the Indian Ocean.	false
battles_description_battle_of_ramillies	John Churchill, the Duke of Marlborough, was the greatest British general of the 18th century. In 1706 he was leading the Allied forces in the Spanish Netherlands against the French and Bavarian forces in the War of Spanish Succession. Two years before he had won a great victory at Blenheim.\\n\\nChurchill did not expect the French to attack in Flanders, but Louis XIV had ordered Marshal Villeroi to do just that. After French success in Italy and along the Rhine, Louis wanted to see similar victories in Flanders. Villeroi therefore set out to bring Marlborough to battle, and Marlborough moved to meet this French offensive. Both sides moved quicker than the other expected, and they met at the town of Ramillies. Villeroi deployed with his line centred on Ramillies, and Marlborough prepared his forces for attack.\\n\\nLead Marlborough’s army in its assault on Villeroi’s positions.\\n\\nHistorically Marlborough won his second great victory of the war at Ramillies thanks to his subtle tactical manoeuvring. The victory destroyed Villeroi’s army. Marlborough would go on to win two more great victories in the war at Oudenaarde and Malplaquet.	false
battles_description_battle_of_rossbach	At the outbreak of the Seven Years War Prussia was surrounded, and Frederick II of Prussia marched into Saxony and defeated the Austrians at the Battle of Lobositz. He then turned south to capture Prague. After winning a bloody siege, his apparently invincible army suffered their first loss at the Battle of Kolin.\\n\\nThe Holy Roman Empire and Austria took the offensive, preparing attacks on multiple fronts. Frederick, after assessing the situation, marched to the west to meet a combined French and Holy Roman Empire force led by General Prince de Soubise. With Frederick’s army outnumbered 2 to 1, the armies attempted to outmanoeuvre each other, but reached a stalemate at Rossbach.\\n\\nNow, how will Frederick face the fast approaching Allied forces? Faced with such odds, will the Prussians regain their reputation as an invincible army?	false
battles_description_battle_of_the_chesapeake	In 1781, during the American Revolutionary War, Lord Cornwallis led the British army to Yorktown during the summer campaign. His aim was to take advantage of British naval dominance to aid the campaign in the south.\\n\\nA French fleet under the Comte de Grasse sailed from the West Indies to the Chesapeake, seeking to cut off Cornwallis from his naval support. It managed to avoid a British fleet under Rear-Admiral sir Samuel Hood. When Hood found no French ships at the Chesapeake, he sailed to New York where Read-Admiral Thomas Graves took control.\\n\\nSailing south they found de Grasses’ fleet in the Chesapeake. De Grasse took the approaching sails to be a friendly convoy, but it rapidly became clear it was the British fleet. Despite the advantage of the wind, Graves formed his fleet into a line allowing the French time to form into a line of their own.\\n\\nCan you command the French and inflict enough damage on the British to inflict to force them to withdraw?\\n\\nHistorically the battle of the Chesapeake was a decisive victory for the French and their American allies. The British fleet did not suffer major damage, but its defeat spelt Cornwallis’ doom, and resulted in his surrender at Yorktown. This was the biggest blow to British operations in America during the war.	false
battles_description_battle_of_the_saintes	A year after his victory at the Chesapeake in the American Revolutionary War, the Comte de Grasse was back in the West Indies with a huge French fleet. His aim this time was to join with a Spanish fleet to launch an invasion of British-controlled Jamaica.\\n\\nAgainst him was a similarly large British fleet led by Admiral Sir George Rodney, a very successful commander with several victories to his name. Aware of likely French and Spanish plans, Rodney tailed de Grasse from the moment he left the anchorage at Martinique.\\n\\nThere was a small engagement, but no major battle resulted. The British continued to follow the French. De Grasse tried to divert Rodney so that he could rendezvous with the Spanish, but unfortunately collisions between his ships allowed the British to close on the French.\\n\\nTake control of the British fleet and see if you can recreate Rodney’s victory at the Saintes. Historically, the gaps opened up in French fleet during the fight allowing the British fleet to break their line and win a decisive victory. This frustrated any French and Spanish hopes of taking Jamaica.	false
battles_description_bavaria	Small hills and only a few trees are the most distinctive features of this flattish map.	false
battles_description_bay_of_biscay	The temperate waters of the Bay of Biscay are the location of this map.	false
battles_description_bengal	This map has rolling hills with a medium amount of trees.	false
battles_description_caribbean	This map is set in the tropical waters of the Caribbean.	false
battles_description_caucasus	Hills are the dominant feature of this map.	false
battles_description_ceylon	A mostly flat map with small round hills.	false
battles_description_chesapeake_vs_shannon	During the War of 1812, the new United States Navy found itself at war with the Royal Navy. Even with its massive commitments in Europe against Napoleonic France, the British still had eighty-five ships in American waters compared to just twenty-two US ships.\\n\\nThe US Navy therefore relied on hit-and-run tactics and the skill of its crews. It also had some frigates that were far more powerful than their British equivalents.\\n\\nA string of defeats left some British captains hungry for revenge. Captain Sir Philip Broke of the HMS Shannon was particularly looking forward to clashing with the Americans. On patrol off Boston, Broke issued a challenge to Captain James Lawrence of the USS Chesapeake.\\n\\nThe Chesapeake was already looking for the Shannon and what happened next would be perhaps the greatest ship-to-ship duel in the entire history of the Age of Sail.\\n\\nTake control of the Shannon and see if you can repeat history.\\n\\nHistorically the battle was short but very bloody, lasting just sixteen minutes with the Shannon emerging victorious thanks to its crew’s superior gunnery skills. Lawrence was amongst those killed in the battle.	false
battles_description_cuba	A map dominated by hills and jungle.	false
battles_description_finland	Low rolling hills and forest cover this map.	false
battles_description_flanders	A mostly flat map with dispersed trees and fields in the distance.	false
battles_description_hudson_river	Small hills and escarpments sit alongside the river.	false
battles_description_indian_artillery_fort	Gentle small hills and distant fields lie around this fort.	false
battles_description_indian_great_fortress	The fort dominates this slightly rugged map.	false
battles_description_mediterranean	The middle of the Mediterranean is the location of this map.	false
battles_description_mexican_jungle	This map is almost completely covered in jungle.	false
battles_description_muscovy	This flat map with low rolling hills is set in the dead of winter.	false
battles_description_mysore	A mostly flat map with some fields and a small amount of trees.	false
battles_description_new_france	Low rolling hills with a small amount of trees on this map.	false
battles_description_newfoundland	This map is a mix of fields and low open terrain.	false
battles_description_ottoman_artillery_fort	Rolling hills and sparse trees surround this fort.	false
battles_description_ottoman_great_fortress	Gentle hills surround a huge fort.	false
battles_description_poland	Fields and escarpments dominate this winter map.	false
battles_description_provence	Set between mountains and the sea, this map is on a gentle slope with mostly open spaces.	false
battles_description_punjab	A flat map featuring escarpments.	false
battles_description_river_indus	Trees and open ground are mixed together on the banks of this river map.	false
battles_description_river_tigris	This desert river map features mostly flat terrain.	false
battles_description_scottish_highlands	Hills dominate this map.	false
battles_description_sinai	A mostly flat map with escarpments and very few trees.	false
battles_description_spanish_foothills	This map is a mix of rolling hills, trees and open spaces.	false
battles_description_star_fort	This map has the massive fort set amongst a mix of open and hilly terrain.	false
battles_description_swedish_forest	A winter map covered in trees with few open areas and low rolling hills.	false
battles_description_texan_plains	Low, rolling terrain covers this map.	false
battles_description_the_rhine	This river map features multiple crossing points and escarpments.	false
battles_description_trafalgar	This map is far out to sea, out of sight of Cape Trafalgar.	false
battles_description_virginia	This map has low rolling hills and medium tree coverage.	false
battles_description_western_artillery_fort	This flat map is dominated by the central fort.	false
battles_description_wooden_fort	The fort sits on a central hill which dominates this map.	false
battles_localised_name_afghan_mountains	Afghan Mountains	false
battles_localised_name_algeria	Algeria	false
battles_localised_name_alpine_pass	Alpine Pass	false
battles_localised_name_alsace	Alsace	false
battles_localised_name_anatolia	Anatolia	false
battles_localised_name_arctic	Arctic Ocean	false
battles_localised_name_battle_of_blenheim	Battle of Blenheim (1704)	false
battles_localised_name_battle_of_brandywine_creek	Battle of Brandywine Creek (1777)	false
battles_localised_name_battle_of_cowpens	Battle of Cowpens (1781)	false
battles_localised_name_battle_of_culloden	Battle of Culloden (1746)	false
battles_localised_name_battle_of_fontenoy	Battle of Fontenoy (1745)	false
battles_localised_name_battle_of_harlem_heights	Battle of Harlem Heights (1776)	false
battles_localised_name_battle_of_kagul	Battle of Kagul (1770)	false
battles_localised_name_battle_of_lagos	Battle of Lagos (1759)	false
battles_localised_name_battle_of_leuthen	Battle of Leuthen (1757)	false
battles_localised_name_battle_of_mellazo	Battle of Mellazo (1718)	false
battles_localised_name_battle_of_petrovaradin	Battle of Petrovaradin (1716)	false
battles_localised_name_battle_of_plassey	Battle of Plassey (1757)	false
battles_localised_name_battle_of_porto_novo	Battle of Porto Novo (1759)	false
battles_localised_name_battle_of_ramillies	Battle of Ramillies (1706)	false
battles_localised_name_battle_of_rossbach	Battle of Rossbach (1757)	false
battles_localised_name_battle_of_the_chesapeake	Battle of the Chesapeake (1781)	false
battles_localised_name_battle_of_the_saintes	Battle of the Saintes (1782)	false
battles_localised_name_bavaria	Bavaria	false
battles_localised_name_bay_of_biscay	Bay of Biscay	false
battles_localised_name_bengal	Bengal	false
battles_localised_name_caribbean	Caribbean	false
battles_localised_name_caucasus	Caucasus	false
battles_localised_name_ceylon	Ceylon	false
battles_localised_name_chesapeake_vs_shannon	Chesapeake v Shannon (1813)	false
battles_localised_name_cuba	Cuba	false
battles_localised_name_finland	Finland	false
battles_localised_name_flanders	Flanders	false
battles_localised_name_hudson_river	Hudson River	false
battles_localised_name_indian_artillery_fort	Indian Artillery Fort	false
battles_localised_name_indian_great_fortress	Indian Great Fortress	false
battles_localised_name_mediterranean	Mediterranean Sea	false
battles_localised_name_mexican_jungle	Mexican Jungle	false
battles_localised_name_muscovy	Muscovy	false
battles_localised_name_mysore	Mysore	false
battles_localised_name_new_france	New France	false
battles_localised_name_newfoundland	Newfoundland	false
battles_localised_name_ottoman_artillery_fort	Ottoman Artillery Fort	false
battles_localised_name_ottoman_great_fortress	Ottoman Great Fortress	false
battles_localised_name_poland	Poland	false
battles_localised_name_provence	Provence	false
battles_localised_name_punjab	Punjab	false
battles_localised_name_river_indus	River Indus	false
battles_localised_name_river_tigris	River Tigris	false
battles_localised_name_scottish_highlands	Scottish Highlands	false
battles_localised_name_sinai	Sinai	false
battles_localised_name_spanish_foothills	Spanish Foothills	false
battles_localised_name_star_fort	Star Fort	false
battles_localised_name_swedish_forest	Swedish Forest	false
battles_localised_name_texan_plains	Texan Plains	false
battles_localised_name_the_rhine	The Rhine	false
battles_localised_name_trafalgar	Trafalgar	false
battles_localised_name_virginia	Virginia	false
battles_localised_name_western_artillery_fort	Western Artillery Fort	false
battles_localised_name_wooden_fort	Wooden Fort	false
building_chains_chain_tooltip_army-admin	Army buildings allow you to recruit army units and are required for researching military technologies.	false
building_chains_chain_tooltip_coffee	Plantations cultivate cash crops which can be traded to improve your wealth.	false
building_chains_chain_tooltip_corn	Farm buildings add to region wealth, and increase population growth, developing villages into towns.	false
building_chains_chain_tooltip_cotton	Plantations cultivate cash crops which can be traded to improve your wealth.	false
building_chains_chain_tooltip_culture	Cultural buildings improve happiness, especially for the ruling class. High-level buildings improve research or earn prestige.	false
building_chains_chain_tooltip_education	Educational buildings enable the research of technologies, and allow research agents to appear.	false
building_chains_chain_tooltip_furs	Animal pelts are a valuable commodity which can be traded to improve your wealth.	false
building_chains_chain_tooltip_gems	Mines are purely a matter of wealth; they provide a rich stream of income.	false
building_chains_chain_tooltip_gold	Mines are purely a matter of wealth; they provide a rich stream of income.	false
building_chains_chain_tooltip_government	Government buildings improve public order and enhance tax revenues. They can also recruit a limited set of units.	false
building_chains_chain_tooltip_government_minor	Government buildings improve public order and enhance tax revenues. They can also recruit a limited set of units.	false
building_chains_chain_tooltip_happiness	Entertainment buildings improve happiness, especially for the lower orders. They allow subterfuge agents to appear.	false
building_chains_chain_tooltip_industry-metal	Metal-working buildings increase your wealth over time and are required for researching industrial technologies.	false
building_chains_chain_tooltip_industry-pottery	Ceramic industry buildings increase your wealth  over time.	false
building_chains_chain_tooltip_industry-textile	Textile industry buildings increase your wealth over time and are required for researching industrial technologies.	false
building_chains_chain_tooltip_iron	Mines are purely a matter of wealth; they provide a rich stream of income.	false
building_chains_chain_tooltip_navy-admin	Naval administration buildings are required for researching naval technologies.	false
building_chains_chain_tooltip_ordnance	Ordnance buildings allow you to recruit artillery units and are required for researching technologies which will improve your firepower.	false
building_chains_chain_tooltip_port-fish	Fisheries add to region wealth, and increase population growth, developing villages into towns.	false
building_chains_chain_tooltip_port-navy	A naval port will allow you to build military ships and increase your naval power.	false
building_chains_chain_tooltip_port-trade	A trading port increases wealth and enables sea trade routes. It can also construct trade ships to send to trade theatres.	false
building_chains_chain_tooltip_rel_catholic	Religious education buildings allow missionaries to appear, and consolidate the state religion in the region.	false
building_chains_chain_tooltip_rel_hindu	Religious education buildings allow Brahmins to appear, and consolidate the state religion in the region.	false
building_chains_chain_tooltip_rel_islam	Religious education buildings allow Imams to appear, and consolidate the state religion in the region.	false
building_chains_chain_tooltip_rel_orthodox	Religious education buildings allow missionaries to appear, and consolidate the state religion in the region.	false
building_chains_chain_tooltip_rel_protestant	Religious education buildings allow missionaries to appear, and consolidate the state religion in the region.	false
building_chains_chain_tooltip_rice	Farm buildings add to region wealth, and increase population growth, developing villages into towns.	false
building_chains_chain_tooltip_roads	Roads speed transport across a region, and improve town wealth.	false
building_chains_chain_tooltip_settlement_fortifications	Fortifying a city forces attackers to overcome a fort to take the settlement.	false
building_chains_chain_tooltip_sheep	Farm buildings add to region wealth, and increase population growth, developing villages into towns.	false
building_chains_chain_tooltip_silver	Mines are purely a matter of wealth; they provide a rich stream of income.	false
building_chains_chain_tooltip_spices	Plantations cultivate cash crops which can be traded to improve your wealth.	false
building_chains_chain_tooltip_sugar	Plantations cultivate cash crops which can be traded to improve your wealth.	false
building_chains_chain_tooltip_tea	Plantations cultivate cash crops which can be traded to improve your wealth.	false
building_chains_chain_tooltip_timber	Timber production can significantly improve region wealth.	false
building_chains_chain_tooltip_tobacco	Plantations cultivate cash crops which can be traded to improve your wealth.	false
building_chains_chain_tooltip_tribal_barracks	This building was constructed by a tribal culture. You cannot upgrade this building. Demolishing it will enable you to construct your own buildings.	false
building_chains_chain_tooltip_tribal_corn	This building was constructed by a tribal culture. You cannot upgrade this building. Demolishing it will enable you to construct your own buildings.	false
building_chains_chain_tooltip_tribal_culture	This building was constructed by a tribal culture. You cannot upgrade this building. Demolishing it will enable you to construct your own buildings.	false
building_chains_chain_tooltip_tribal_government	This building was constructed by a tribal culture. You cannot upgrade this building. Demolishing it will enable you to construct your own buildings.	false
building_chains_chain_tooltip_tribal_happiness	This building was constructed by a tribal culture. You cannot upgrade this building. Demolishing it will enable you to construct your own buildings.	false
building_chains_chain_tooltip_tribal_wheat	This building was constructed by a tribal culture. You cannot upgrade this building. Demolishing it will enable you to construct your own buildings.	false
building_chains_chain_tooltip_wheat	Farm buildings add to region wealth, and increase population growth, developing villages into towns.	false
building_chains_chain_tooltip_wine	Developing vineyards adds to region wealth, and increases population growth, developing villages into towns.	false
building_culture_gov_type_variants_name_governors_mansioneuropeangov_absolute_monarchy	Governor's Mansion	false
building_culture_gov_type_variants_name_governors_mansioneuropeangov_constitutional_monarchy	Government Council	false
building_culture_gov_type_variants_name_governors_mansioneuropeangov_republic	State House	false
building_culture_gov_type_variants_name_governors_mansionindiangov_absolute_monarchy	Thakur's Mansion	false
building_culture_gov_type_variants_name_governors_mansionindiangov_constitutional_monarchy	Thakur's Council	false
building_culture_gov_type_variants_name_governors_mansionindiangov_republic	State House	false
building_culture_gov_type_variants_name_governors_mansionmiddle_eastgov_absolute_monarchy	Bey's Mansion	false
building_culture_gov_type_variants_name_governors_mansionmiddle_eastgov_constitutional_monarchy	Bey's Council	false
building_culture_gov_type_variants_name_governors_mansionmiddle_eastgov_republic	State House	false
building_culture_gov_type_variants_name_governors_palaceeuropeangov_absolute_monarchy	Governor's Palace	false
building_culture_gov_type_variants_name_governors_palaceeuropeangov_constitutional_monarchy	Government Chambers	false
building_culture_gov_type_variants_name_governors_palaceeuropeangov_republic	State Capitol	false
building_culture_gov_type_variants_name_governors_palaceindiangov_absolute_monarchy	Subadar's Palace	false
building_culture_gov_type_variants_name_governors_palaceindiangov_constitutional_monarchy	Subadar's Council	false
building_culture_gov_type_variants_name_governors_palaceindiangov_republic	State Capitol	false
