key	morale	mothball_cost	reactive_cost	admiral_promotion_cost_record	bow_chasers	stern_chasers	deck_1_top	deck_2	deck_3	deck_4	deck_5	ship_model	admiral	officer1	officer2	officer3	num_marines	num_seamen	num_gunners	core_gunner_marksmanship	core_gunner_loading_skill	firing_mechanism	water_bail_out_modifier	flood_threshold_to_sink	fire_risk_modifier	mass	collision_momentum_modifier	formation_distance	minimum_distance	formation_integrity	top_speed	acceleration	stopping_threshold	heel_factor	beating_angle	max_yard_angle	sail_furl_angle	speed_wind_astern	speed_15_deg	speed_30_deg	speed_45_deg	speed_60_deg	speed_75_deg	speed_90_deg	speed_105_deg	speed_120_deg	speed_135_deg	speed_145_deg	speed_180_deg	position_damping	rotation_damping	turn_rate_at_full_speed	turn_rate_at_10_percent	turn_rate_at_20_percent	turn_rate_at_35_percent	turn_rate_at_50_percent	turn_rate_at_65_percent	turn_rate_at_80_percent	turn_rate_stopped	top_gallants_allowed	side_panels_above_water_1_top_armour	side_panels_above_water_1_top_hits	side_panels_above_water_1_top_critical	side_panels_above_water_2_top_armour	side_panels_above_water_2_top_hits	side_panels_above_water_2_top_critical	side_panels_below_water_armour	side_panels_below_water_hits	side_panels_below_water_critical	prow_panels_above_water_armour	prow_panels_above_water_hits	prow_panels_above_water_critical	prow_panels_below_water_armour	prow_panels_below_water_hits	prow_panels_below_water_critical	stern_panels_above_water_armour	stern_panels_above_water_hits	stern_panels_above_water_critical	stern_panels_below_water_armour	stern_panels_below_water_hits	stern_panels_below_water_critical	mast_1_front_armour	mast_1_front_hits	mast_1_front_critical	mast_2_armour	mast_2_hits	mast_2_critical	mast_3_armour	mast_3_hits	mast_3_critical	top_sails_armour	top_sails_hits	top_sails_critical	middle_sails_armour	middle_sails_hits	middle_sails_critical	bottom_sails_armour	bottom_sails_hits	bottom_sails_critical	top_gallants_sails_armour	top_gallants_sails_hits	top_gallants_sails_critical	mast_bowsprit_armour	mast_bowsprit_hits	mast_bowsprit_critical	front_sails_armour	front_sails_hits	front_sails_critical	back_sails_armour	back_sails_hits	back_sails_critical	magazine_armour	magazine_hits	magazine_critical	scares_enemies	inspire	can_trade	stat_bar_manouevrability_rating	stat_bar_hull_strength
3rd_rate_american	10	14	160	3rd_rate_admiral_american	naval_9_pounder	naval_9_pounder	naval_9_pounder	naval_9_pounder	naval_18_pounder	naval_32_pounder		2deck74	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	26	26	144	40	25	matchlock	3.5000	0.1000	0.8000	2580	1.0000	95	75	8	14	0.9000	21.0000	0.8000	136	25	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	2.0500	4.2500	4.7500	5.2500	4.7500	4.2500	3.1500	1.3000	true	3	168	0.7000	3	241	0.7000	4	333	0.9500	3	241	0.7000	4	333	0.9500	1	21	0.1000	4	333	0.9500	3	160	0.8000	3	160	0.8000	3	160	0.8000	1	180	0.0000	1	225	0.0000	1	281	0.0000	1	153	0.0000	3	160	0.8000	1	153	0.0000	1	153	0.0000	1	73	0.9500	false	false	false	Low	4818
3rd_rate_british	10	14	160	3rd_rate_admiral_british	naval_9_pounder	naval_9_pounder	naval_9_pounder	naval_9_pounder	naval_18_pounder	naval_32_pounder		2deck74	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	26	26	144	40	30	matchlock	3.5000	0.1000	0.8000	2580	1.0000	95	75	10	14	0.9000	21.0000	0.8000	140	26	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	2.0500	4.2500	4.7500	5.2500	4.7500	4.2500	3.1500	1.3000	true	3	168	0.7000	3	241	0.7000	4	333	0.9500	3	241	0.7000	4	333	0.9500	1	21	0.1000	4	333	0.9500	3	160	0.8000	3	160	0.8000	3	160	0.8000	1	180	0.0000	1	225	0.0000	1	281	0.0000	1	153	0.0000	3	160	0.8000	1	153	0.0000	1	153	0.0000	1	73	0.9500	false	false	false	Low	4818
3rd_rate_french	9	14	160	3rd_rate_admiral_french	naval_9_pounder	naval_9_pounder	naval_9_pounder	naval_9_pounder	naval_18_pounder	naval_32_pounder		2deck74_fr	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	26	26	144	50	15	matchlock	3.5000	0.1000	0.8000	2580	1.0000	95	75	8	15	1.1000	21.0000	0.8000	136	25	130	0.8925	0.9450	0.9975	0.9450	0.8925	0.8400	0.7875	0.7350	0.6825	0.6195	0.5040	0.3990	0.1700	0.1200	2.1525	4.4625	4.9875	5.5125	4.9875	4.4625	3.3075	1.3650	true	3	160	0.7000	3	230	0.7000	4	318	0.9500	3	230	0.7000	4	318	0.9500	1	20	0.1000	4	318	0.9500	3	160	0.8000	3	160	0.8000	3	160	0.8000	1	180	0.0000	1	225	0.0000	1	281	0.0000	1	153	0.0000	3	160	0.8000	1	153	0.0000	1	153	0.0000	1	70	0.9500	false	false	false	Low	4590
3rd_rate_russian	9	14	160	3rd_rate_admiral_russian	naval_9_pounder	naval_9_pounder	naval_9_pounder	naval_9_pounder	naval_18_pounder	naval_32_pounder		2deck74_ru	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	26	26	144	40	15	matchlock	3.5000	0.1000	0.8000	2580	1.0000	95	75	8	14	0.9000	21.0000	0.8000	138	25	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	2.0500	4.2500	4.7500	5.2500	4.7500	4.2500	3.1500	1.3000	true	3	160	0.7000	3	230	0.7000	4	318	0.9500	3	230	0.7000	4	318	0.9500	1	20	0.1000	4	318	0.9500	3	160	0.8000	3	160	0.8000	3	160	0.8000	1	180	0.0000	1	225	0.0000	1	281	0.0000	1	153	0.0000	3	160	0.8000	1	153	0.0000	1	153	0.0000	1	70	0.9500	false	false	false	Low	4582
3rd_rate_spanish	9	14	160	3rd_rate_admiral_spanish	naval_9_pounder	naval_9_pounder	naval_9_pounder	naval_9_pounder	naval_18_pounder	naval_32_pounder		2deck74_sp	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	26	26	144	40	15	matchlock	3.5000	0.1000	0.8000	2580	1.0000	95	75	8	14	0.9000	21.0000	0.8000	138	25	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	2.0500	4.2500	4.7500	5.2500	4.7500	4.2500	3.1500	1.3000	true	3	160	0.7000	3	230	0.7000	4	318	0.9500	3	230	0.7000	4	318	0.9500	1	20	0.1000	4	318	0.9500	3	160	0.8000	3	160	0.8000	3	160	0.8000	1	180	0.0000	1	225	0.0000	1	281	0.0000	1	153	0.0000	3	160	0.8000	1	153	0.0000	1	153	0.0000	1	70	0.9500	false	false	false	Low	4582
4th_rate	9	10	120	3rd_rate_admiral	naval_6_pounder	naval_6_pounder			naval_12_pounder	naval_24_pounder		2deck64	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	20	20	112	40	15	matchlock	3.0000	0.1000	0.9000	2070	1.1000	90	70	9	14	1.1000	20.0000	0.9000	140	25	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	2.3000	4.5000	5.0000	5.5000	5.0000	4.5000	3.4000	1.4000	true	3	115	0.7000	3	170	0.7000	3	245	0.9500	3	170	0.7000	3	245	0.9500	1	18	0.1000	3	245	0.9500	3	155	0.8000	3	155	0.8000	3	155	0.8000	1	170	0.0000	1	212	0.0000	1	265	0.0000	1	144	0.0000	3	155	0.8000	1	144	0.0000	1	144	0.0000	1	70	0.9500	false	false	false	Low	3978
4th_rate_american	10	10	120	3rd_rate_admiral_american	naval_6_pounder	naval_6_pounder			naval_12_pounder	naval_24_pounder		2deck64	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	20	20	112	40	25	matchlock	3.0000	0.1000	0.9000	2070	1.1000	90	70	9	14	1.1000	20.0000	0.9000	138	25	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	2.3000	4.5000	5.0000	5.5000	5.0000	4.5000	3.4000	1.4000	true	3	120	0.7000	3	178	0.7000	3	257	0.9500	3	178	0.7000	3	257	0.9500	1	18	0.1000	3	257	0.9500	3	155	0.8000	3	155	0.8000	3	155	0.8000	1	170	0.0000	1	212	0.0000	1	265	0.0000	1	144	0.0000	3	155	0.8000	1	144	0.0000	1	144	0.0000	1	73	0.9500	false	false	false	Low	4152
4th_rate_british	10	10	120	3rd_rate_admiral_british	naval_6_pounder	naval_6_pounder			naval_12_pounder	naval_24_pounder		2deck64	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	20	20	112	40	30	matchlock	3.0000	0.1000	0.9000	2070	1.1000	90	70	11	14	1.1000	20.0000	0.9000	142	26	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	2.3000	4.5000	5.0000	5.5000	5.0000	4.5000	3.4000	1.4000	true	3	120	0.7000	3	178	0.7000	3	257	0.9500	3	178	0.7000	3	257	0.9500	1	18	0.1000	3	257	0.9500	3	155	0.8000	3	155	0.8000	3	155	0.8000	1	170	0.0000	1	212	0.0000	1	265	0.0000	1	144	0.0000	3	155	0.8000	1	144	0.0000	1	144	0.0000	1	73	0.9500	false	false	false	Low	4152
4th_rate_french	9	10	120	3rd_rate_admiral_french	naval_6_pounder	naval_6_pounder			naval_12_pounder	naval_24_pounder		2deck64	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	20	20	112	50	15	matchlock	3.0000	0.1000	0.9000	2070	1.1000	90	70	9	15	1.3000	20.0000	0.9000	138	25	130	0.8925	0.9450	0.9975	0.9450	0.8925	0.8400	0.7875	0.7350	0.6825	0.6195	0.5040	0.3990	0.1700	0.1200	2.4150	4.7250	5.2500	5.7750	5.2500	4.7250	3.5700	1.4700	true	3	115	0.7000	3	170	0.7000	3	245	0.9500	3	170	0.7000	3	245	0.9500	1	18	0.1000	3	245	0.9500	3	155	0.8000	3	155	0.8000	3	155	0.8000	1	170	0.0000	1	212	0.0000	1	265	0.0000	1	144	0.0000	3	155	0.8000	1	144	0.0000	1	144	0.0000	1	70	0.9500	false	false	false	Low	4068
4th_rate_frigate_standard	9	10	120	3rd_rate_admiral	naval_6_pounder	naval_6_pounder			naval_12_pounder	naval_24_pounder		2deck64	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	20	20	112	40	15	matchlock	3.0000	0.1000	0.9000	2070	1.1000	90	70	5	14	1.1000	20.0000	0.9000	140	25	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	2.3000	4.5000	5.0000	5.5000	5.0000	4.5000	3.4000	1.4000	true	3	115	0.7000	3	170	0.7000	3	245	0.9500	3	170	0.7000	3	245	0.9500	1	18	0.1000	3	245	0.9500	3	155	0.8000	3	155	0.8000	3	155	0.8000	1	170	0.0000	1	212	0.0000	1	265	0.0000	1	144	0.0000	3	155	0.8000	1	144	0.0000	1	144	0.0000	1	70	0.9500	false	false	false	Low	3978
4th_rate_spanish	9	10	120	3rd_rate_admiral_spanish	naval_6_pounder	naval_6_pounder			naval_12_pounder	naval_24_pounder		2deck64	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	20	20	112	40	15	matchlock	3.0000	0.1000	0.9000	2070	1.1000	90	70	9	14	1.1000	20.0000	0.9000	140	25	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	2.3000	4.5000	5.0000	5.5000	5.0000	4.5000	3.4000	1.4000	true	3	115	0.7000	3	170	0.7000	3	245	0.9500	3	170	0.7000	3	245	0.9500	1	18	0.1000	3	245	0.9500	3	155	0.8000	3	155	0.8000	3	155	0.8000	1	170	0.0000	1	212	0.0000	1	265	0.0000	1	144	0.0000	3	155	0.8000	1	144	0.0000	1	144	0.0000	1	70	0.9500	false	false	false	Low	3978
5th_rate	8	9	100	5th_rate_admiral	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	40	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	17	1.5000	18.0000	1.0000	142	26	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7500	true	3	100	0.7000	3	135	0.7000	3	165	0.9500	3	135	0.7000	3	165	0.9500	1	13	0.1000	3	165	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	40	0.9500	false	false	false	Medium	2716
5th_rate_admiral	10	9	100	5th_rate_admiral	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	40	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	17	1.5000	18.0000	1.0000	142	26	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7500	true	3	105	0.7000	3	141	0.7000	3	173	0.9500	3	141	0.7000	3	173	0.9500	1	13	0.1000	3	173	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	42	0.9500	false	true	false	Medium	2928
5th_rate_admiral_american	11	9	100	5th_rate_admiral_american	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	50	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	17	1.5000	18.0000	1.0000	142	26	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7500	true	3	110	0.7000	3	148	0.7000	3	181	0.9500	3	148	0.7000	3	181	0.9500	1	14	0.1000	3	181	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	44	0.9500	false	true	false	Medium	3080
5th_rate_admiral_british	11	9	100	5th_rate_admiral_british	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	55	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	17	1.5000	18.0000	1.0000	142	27	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7500	true	3	110	0.7000	3	148	0.7000	3	181	0.9500	3	148	0.7000	3	181	0.9500	1	14	0.1000	3	181	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	44	0.9500	false	true	false	Medium	3080
5th_rate_admiral_french	10	9	100	5th_rate_admiral_french	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44_fr	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	70	40	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	18	1.7000	18.0000	1.0000	142	26	130	0.8925	0.9450	0.9975	0.9450	0.8925	0.8400	0.7875	0.7350	0.6825	0.6195	0.5040	0.3990	0.1700	0.1200	3.2025	5.5125	6.0375	6.5625	6.0375	5.5125	4.3575	1.7850	true	3	105	0.7000	3	141	0.7000	3	173	0.9500	3	141	0.7000	3	173	0.9500	1	13	0.1000	3	173	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	42	0.9500	false	true	false	Medium	3000
5th_rate_admiral_russian	10	9	100	5th_rate_admiral_russian	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44_ru	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	40	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	17	1.5000	18.0000	1.0000	142	26	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7000	true	3	105	0.7000	3	141	0.7000	3	173	0.9500	3	141	0.7000	3	173	0.9500	1	13	0.1000	3	173	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	42	0.9500	false	true	false	Medium	2928
5th_rate_admiral_spanish	10	9	100	5th_rate_admiral_spanish	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44_sp	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	40	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	17	1.5000	18.0000	1.0000	142	26	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7000	true	3	105	0.7000	3	141	0.7000	3	173	0.9500	3	141	0.7000	3	173	0.9500	1	13	0.1000	3	173	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	42	0.9500	false	true	false	Medium	2928
5th_rate_american	9	9	100	5th_rate_admiral_american	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	50	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	17	1.5000	18.0000	1.0000	142	26	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7500	true	3	105	0.7000	3	141	0.7000	3	173	0.9500	3	141	0.7000	3	173	0.9500	1	13	0.1000	3	173	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	42	0.9500	false	false	false	Medium	2856
5th_rate_british	9	9	100	5th_rate_admiral_british	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	55	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	11	17	1.5000	18.0000	1.0000	144	27	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7500	true	3	105	0.7000	3	141	0.7000	3	173	0.9500	3	141	0.7000	3	173	0.9500	1	13	0.1000	3	173	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	42	0.9500	false	false	false	Medium	2856
5th_rate_french	8	9	100	5th_rate_admiral_french	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44_fr	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	70	40	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	18	1.7000	18.0000	1.0000	140	26	130	0.8925	0.9450	0.9975	0.9450	0.8925	0.8400	0.7875	0.7350	0.6825	0.6195	0.5040	0.3990	0.1700	0.1200	3.2025	5.5125	6.0375	6.5625	6.0375	5.5125	4.3575	1.7850	true	3	100	0.7000	3	135	0.7000	3	165	0.9500	3	135	0.7000	3	165	0.9500	1	13	0.1000	3	165	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	40	0.9500	false	false	false	Medium	2790
5th_rate_russian	8	9	100	5th_rate_admiral_russian	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44_ru	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	40	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	17	1.5000	18.0000	1.0000	142	26	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7000	true	3	100	0.7000	3	135	0.7000	3	165	0.9500	3	135	0.7000	3	165	0.9500	1	13	0.1000	3	165	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	40	0.9500	false	false	false	Medium	2716
5th_rate_spanish	8	9	100	5th_rate_admiral_spanish	naval_6_pounder_lr			naval_9_pounder_lr	naval_18_pounder_lr			2deck44_sp	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	18	18	94	60	40	matchlock	2.5000	0.1000	1.0000	1425	1.2000	85	70	9	17	1.5000	18.0000	1.0000	142	26	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.0500	5.2500	5.7500	6.2500	5.7500	5.2500	4.1500	1.7000	true	3	100	0.7000	3	135	0.7000	3	165	0.9500	3	135	0.7000	3	165	0.9500	1	13	0.1000	3	165	0.9500	2	140	0.8000	2	140	0.8000	2	140	0.8000	1	145	0.0000	1	181	0.0000	1	226	0.0000	1	123	0.0000	2	140	0.8000	1	123	0.0000	1	123	0.0000	1	40	0.9500	false	false	false	Medium	2716
6th_rate	8	8	90	5th_rate_admiral				naval_12_pounder_lr			naval_6_pounder_lr	1deck32	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	64	60	40	matchlock	2.5000	0.1000	1.1000	1185	1.3000	80	65	10	18	1.7000	15.0000	1.1000	144	27	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	2	75	0.7000	2	105	0.7000	2	142	0.9500	2	105	0.7000	2	142	0.9500	0	10	0.1000	2	142	0.9500	2	130	0.8000	2	130	0.8000	2	130	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	130	0.8000	1	102	0.0000	1	102	0.0000	1	40	0.9500	false	false	false	Medium	2118
6th_rate_american	9	8	90	5th_rate_admiral_american				naval_12_pounder_lr			naval_6_pounder_lr	1deck32	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	64	60	50	matchlock	2.5000	0.1000	1.1000	1185	1.3000	80	65	10	18	1.7000	15.0000	1.1000	144	27	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	2	78	0.7000	2	110	0.7000	2	149	0.9500	2	110	0.7000	2	149	0.9500	0	10	0.1000	2	149	0.9500	2	130	0.8000	2	130	0.8000	2	130	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	130	0.8000	1	102	0.0000	1	102	0.0000	1	42	0.9500	false	false	false	Medium	2198
6th_rate_british	9	8	90	5th_rate_admiral_british				naval_12_pounder_lr			naval_6_pounder_lr	1deck32	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	64	60	55	matchlock	2.5000	0.1000	1.1000	1185	1.3000	80	65	12	18	1.7000	15.0000	1.1000	146	28	130	0.8500	0.9000	0.9500	0.9000	0.8500	0.8000	0.7500	0.7000	0.6500	0.5900	0.4800	0.3800	0.1700	0.1200	3.3000	5.5000	6.0000	6.5000	6.0000	5.5000	4.4000	1.7500	true	2	78	0.7000	2	110	0.7000	2	149	0.9500	2	110	0.7000	2	149	0.9500	0	10	0.1000	2	149	0.9500	2	130	0.8000	2	130	0.8000	2	130	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	130	0.8000	1	102	0.0000	1	102	0.0000	1	42	0.9500	false	false	false	Medium	2198
6th_rate_british_tutorial	90	8	90	5th_rate_admiral_british				naval_18_pounder_lr			naval_9_pounder_lr	1deck32	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	64	60	40	matchlock	2500.0000	0.1000	1.1000	1052	1.3000	80	65	12	19	1.7000	15.0000	1.1000	146	28	130	0.9000	0.9500	1.0000	0.9700	0.9500	0.9000	0.8500	0.7700	0.6900	0.6100	0.4600	0.3400	0.1700	0.1200	4.9335	7.7142	8.0000	8.0000	7.8936	6.9069	5.9202	1.7940	true	200	6785	0.6000	200	7620	0.7000	200	14200	1.0000	200	7620	0.7000	200	14200	1.0000	200	4900	0.7000	200	14200	1.0000	200	3000	0.8000	200	3000	0.8000	200	3000	0.8000	1	14400	0.1000	1	19200	0.1000	1	21600	0.1000	1	12000	0.1000	200	3000	0.8000	1	13200	0.1000	1	13200	0.1000	5000	4000	1.0000	false	false	false	Medium	150308
6th_rate_french	8	8	90	5th_rate_admiral_french				naval_12_pounder_lr			naval_6_pounder_lr	1deck32_fr	test_admiral	test_naval_captain	test_naval_lieutenant	test_naval_bosun	12	16	64	70	40	matchlock	2.5000	0.1000	1.1000	1185	1.3000	80	65	10	19	1.9000	15.0000	1.1000	142	27	130	0.8925	0.9450	0.9975	0.9450	0.8925	0.8400	0.7875	0.7350	0.6825	0.6195	0.5040	0.3990	0.1700	0.1200	3.2025	5.5125	6.0375	6.5625	6.0375	5.5125	4.3575	1.7850	true	2	75	0.7000	2	105	0.7000	2	142	0.9500	2	105	0.7000	2	142	0.9500	0	10	0.1000	2	142	0.9500	2	130	0.8000	2	130	0.8000	2	130	0.8000	1	120	0.0000	1	150	0.0000	1	187	0.0000	1	102	0.0000	2	130	0.8000	1	102	0.0000	1	102	0.0000	1	40	0.9500	false	false	false	Medium	2146
