key	on_screen_name	category	class	multiplayer_cost	create_time	multiplayer_late_cost	create_cost	campaign_action_points	voice	icon_name	info_pic	unit_description_text	region_unit_resource	total_cap	multiplayer_category	mp_available_early	mp_available_middle	mp_available_late	prestige	armed_citizenry
carronade_frigate_american	Carronade Frigate	naval_frigate	naval_sixth_rate	890	2	890	140	83	naval_captain	6th_rate_carronade	1d_24_carronade	carronade_frigate	global	0	mp_naval_line_of_battle	false	false	true	0	false
carronade_frigate_british	Carronade Frigate	naval_frigate	naval_sixth_rate	950	2	950	150	83	naval_captain	6th_rate_carronade	1d_24_carronade	carronade_frigate	global	0	mp_naval_line_of_battle	false	false	true	0	false
carronade_frigate_french	Carronade Frigate	naval_frigate	naval_sixth_rate	1020	2	1020	170	83	naval_captain	6th_rate_carronade	1d_24_carronade	carronade_frigate	global	0	mp_naval_line_of_battle	false	false	true	0	false
carronade_frigate_spanish	Carronade Frigate	naval_frigate	naval_sixth_rate	890	2	890	140	83	naval_captain	6th_rate_carronade	1d_24_carronade	carronade_frigate	global	0	mp_naval_line_of_battle	false	false	true	0	false
cazadores	Cazadores	infantry	infantry_skirmishers	400	1	430	170	25	infantry_generic	Euro_Guerillas	guerillas	euro_elite_light_infantry	europe	0	mp_infantry	false	false	true	0	false
cossack_cavalry	Cossacks	cavalry	cavalry_light	680	1	670	260	28	cavalry_cossacks	cossack_cavalry_icon_cav1	cossack_cavalry	cossack_cavalry	russia_home_regions	0	mp_cavalry	true	true	true	0	false
cossack_cavalry_hetman	Cossack Ataman Cavalry	cavalry	cavalry_light	720	1	710	280	28	cavalry_cossacks	cossack_hetman_icon_cavs	cossack_hetman_info_cavs	cossack_cavalry	russia_home_regions	2	mp_cavalry	true	true	true	0	false
cossack_infantry	Cossack Infantry	infantry	infantry_line	620	1	620	240	25	infantry_generic	cossack_infantry_icon_inf1	cossack_infantry	cossack_cavalry	russia_home_regions	0	mp_infantry	true	true	true	0	false
deli_scouts	Deli Horsemen	cavalry	cavalry_irregular	620	1	620	240	28	cavalry_generic	Ottoman_Deli_Scout_icon_cavs	Ottoman_Deli_Scout_info_cavs	deli_scouts	global	0	mp_cavalry	true	true	true	0	false
desert_warriors	Desert Warriors	infantry	infantry_militia	510	1	530	210	25	infantry_warrior_east	East_Desert_Nomads	east_desert_nomads	desert_warriors	desert	0	mp_infantry	false	false	false	0	false
dhow	Dhow (Trade Ship)	naval_merchant	naval_dhow	30	2	480	80	78	naval_captain	dhow	dhow	dhow	global	0	mp_naval_line_of_battle	false	false	false	0	false
east_camel_gunners	Shaturnal Camel Gunners	cavalry	cavalry_missile	490	1	510	200	28	camels	East_Desert_Nomads_icon_cav2	east_desert_nomad_camelry	east_camel_gunners	camels	0	mp_cavalry	false	true	true	0	false
east_desert_nomad_camelry	Camel Nomads	cavalry	cavalry_camels	610	1	610	240	28	camels	East_Desert_Nomads_icon_cavs	East_Desert_Nomads_info_cavs	east_desert_nomad_camelry	camels	0	mp_cavalry	false	true	false	0	false
east_desert_nomads	Nomads	infantry	infantry_militia	510	1	530	210	25	infantry_generic	East_Desert_Nomads_icon_inf1	east_desert_nomads	desert_warriors	desert	0	mp_infantry	false	false	false	0	false
east_ethnic_hillmen_musketeers	Hillmen	infantry	infantry_skirmishers	330	1	370	140	25	infantry_generic	East_Ethnic_Hillmen_Musketeers_icon_infm	east_ethnic_hillmen_musketeers	east_ethnic_hillmen_musketeers	middle_east	0	mp_infantry	false	true	false	0	false
east_ethnic_hillmen_musketeers_afghan	Afghan Hillmen	infantry	infantry_skirmishers	350	1	390	150	25	infantry_musketeers	East_Ethnic_Hillmen_Musketeers_icon_infm	east_ethnic_hillmen_afghan	east_ethnic_hillmen_musketeers	afghans	0	mp_infantry	false	true	false	0	false
east_ethnic_hillmen_musketeers_kurdish	Kurdish Hillmen	infantry	infantry_skirmishers	350	1	390	150	25	infantry_generic	East_Ethnic_Hillmen_Musketeers_icon_infm	east_ethnic_hillmen_musketeers	east_ethnic_hillmen_musketeers	kurds	0	mp_infantry	false	true	false	0	false
east_ethnic_musketeers_bargir	Bargir Infantry	infantry	infantry_line	740	1	720	280	24	infantry_musketeers	East_Ethnic_Musketmen_Bargir_icon_infm	East_Ethnic_Musketmen_Bargir_info_infm	east_ethnic_musketeers_bargir	global	0	mp_infantry	false	false	true	0	false
east_ethnic_musketmen	Musketmen	infantry	infantry_line	680	1	670	260	24	infantry_musketmen	East_Ethnic_Musketmen_icon_infm	east_ethnic_musketmen	east_ethnic_musketmen	middle_east	0	mp_infantry	false	false	false	0	false
east_ethnic_musketmen_fellahin_musketeers	Fellahin Musketeers	infantry	infantry_militia	600	1	600	240	24	infantry_musketmen	East_Ethnic_Musketmen_Fellahin_icon_infm	east_fellahin_musketeers	east_ethnic_musketmen	middle_east	0	mp_infantry	false	true	false	0	false
east_ethnic_musketmen_hindu_musketeers	Hindu Musketeers	infantry	infantry_line	640	1	630	250	24	infantry_musketmen	east_indian_Infantry_icon_infm	east_indian_Infantry_info_infm	east_ethnic_musketmen	hindu	0	mp_infantry	true	true	true	0	false
east_ethnic_musketmen_isarelys	Isarelys	infantry	infantry_line	660	1	660	260	24	infantry_musketmen	East_Ethnic_Musketmen_icon_infm	east_ethnic_musketmen	east_ethnic_musketmen	middle_east	0	mp_infantry	true	true	true	0	false
east_ethnic_musketmen_mughal_musketeers	Qizilbashi Musketeers	infantry	infantry_line	650	1	640	250	24	infantry_musketmen	east_ethnic_musketmen_mughal_musketeers_icon_infm	east_ethnic_musketmen_mughal_musketeers_info_infm	east_ethnic_musketmen	global	0	mp_infantry	false	true	true	0	false
east_ethnic_peasants_firelocks	Firelock Peasantry	infantry	infantry_mob	450	1	470	180	24	infantry_peasant	East_Ethnic_Peasants_Firelocks	east_ethnic_peasants_firelocks	armed_citizenry_africa	middle_east	0	mp_infantry	true	false	false	0	false
east_ethnic_peasants_fodder	Peasants	infantry	infantry_mob	250	1	280	110	24	infantry_peasant	East_Ethnic_Peasants_Fodder_icon_inf1	east_ethnic_peasants_fodder	landless_rabble	middle_east	0	mp_infantry	true	false	false	0	false
east_ethnic_swordsmen	Swordsmen	infantry	infantry_melee	580	1	580	230	24	infantry_swordsmen	East_Ethnic_Swordsmen_icon_infs	East_Ethnic_Swordsmen_info_infs	east_ethnic_swordsmen	middle_east	0	mp_infantry	false	true	false	0	false
east_ethnic_swordsmen_fellahin	Fellahin	infantry	infantry_melee	560	1	570	220	24	infantry_swordsmen	East_Ethnic_Musketmen_Fellahin_icon_infs	East_Ethnic_Musketmen_Fellahin_info_infs	east_ethnic_swordsmen	middle_east	0	mp_infantry	false	false	false	0	false
east_ethnic_swordsmen_hindu_warriors	Hindu Warriors	infantry	infantry_melee	480	1	510	200	24	infantry_warrior_east	east_indian_Infantry_icon_infs	east_indian_Infantry_info_infs	east_ethnic_swordsmen	hindu	0	mp_infantry	true	false	true	0	false
east_ethnic_swordsmen_islamic_swordsmen	Islamic Swordsmen	infantry	infantry_melee	560	1	570	220	24	infantry_swordsmen	East_Ethnic_Swordsmen_icon_infs	East_Ethnic_Swordsmen_info_infs	east_ethnic_swordsmen	islam	0	mp_infantry	true	true	true	0	false
east_ethnic_warriors	Sword Warriors	infantry	infantry_melee	510	1	520	200	24	infantry_warrior_east	East_Sikh_Warriors	east_ethnic_swordsmen	east_ethnic_swordsmen	middle_east	0	mp_infantry	false	false	false	0	false
east_ethnic_warriors_barbary_pirates	Barbary Pirates	infantry	infantry_melee	370	1	410	160	24	infantry_warrior_east	Barbary_Pirates_icon_inf1	east_ethnic_warriors_barbary_pirates	east_ethnic_swordsmen	north_africa	0	mp_infantry	false	false	false	0	false
east_ethnic_warriors_dervishes	Dervishes	infantry	infantry_melee	470	1	500	200	25	infantry_warrior_east	East_Ethnic_Warriors_dervish_icon_infa	East_Ethnic_Warriors_dervish_info_infa	east_ethnic_swordsmen	india	0	mp_infantry	true	true	true	0	false
east_generals_bodyguard	General's Bodyguard	cavalry	general	520	1	1270	150	29	general	east_ethnic_swordsmen_icon_cav2	east_generals_bodyguard	euro_generals_bodyguard	global	0	mp_cavalry	true	true	true	0	false
east_grenade_launchers	Janissary Hand Mortar Bölük	infantry	infantry_grenadiers	440	2	470	180	24	infantry_hand_mortars	Ottoman_Beylick_Grenadiers_icon_gren	east_grenade_launchers	euro_grenade_launchers	global	0	mp_infantry	false	false	true	0	false
east_guard_cavalry_ahadis	Ahadis	cavalry	cavalry_heavy	810	2	780	310	28	cavalry_guards_ahadis	east_guard_cavalry_ahadis_icon_cavl	east_guard_cavalry_ahadis_info_cavl	east_guard_cavalry_ahadis	global	6	mp_cavalry	false	false	true	0	false
east_irregular_cavalry_pindari	Pindari Horsemen	cavalry	cavalry_irregular	660	1	650	260	28	cavalry_pindari	east_ethnic_swordsmen_icon_cav1	east_irregular_cavalry_pindari	east_irregular_cavalry_pindari	india	0	mp_cavalry	true	true	true	0	false
east_lancers	Native Lancers	cavalry	cavalry_lancers	620	1	620	240	28	cavalry_generic	East_lancers_icon_cavl	East_lancers_info_cavl	euro_lancers	global	0	mp_cavalry	true	true	true	0	false
east_lancers_bargir	Bargir Lancers	cavalry	cavalry_lancers	720	1	700	280	28	cavalry_lancers_bargir	East_Ethnic_Musketmen_Bargir_icon_cavl	East_Ethnic_Musketmen_Bargir_info_cavl	euro_lancers	global	0	mp_cavalry	false	true	true	0	false
east_lancers_silladar	Silladar Lancers	cavalry	cavalry_lancers	640	1	630	250	28	cavalry_silladar	East_lancers_silladar_icon_cavl	east_lancers_silladar	euro_lancers	global	0	mp_cavalry	true	true	false	0	false
east_light_cavalry_qizilbashi	Qizilbashi Cavalry	cavalry	cavalry_light	670	1	660	260	28	cavalry_qizilibashi	East_Qizilbashi_Light_Cavalry_icon_cavs	East_Qizilbashi_Light_Cavalry_info_cavs	east_light_cavalry_qizilbashi	india	0	mp_cavalry	true	true	true	0	false
east_missile_cavalry_zamindari	Zamindari Horsemen	cavalry	cavalry_missile	540	1	550	220	28	cavalry_zamindari	east_zamindari_icon_cavb	east_zamindari_info_cavb	east_missile_cavalry_zamindari	global	0	mp_cavalry	true	true	false	0	false
east_pikemen_zamindari	Zamindari Pikemen	infantry	infantry_melee	420	1	450	180	24	infantry_pikemen	east_zamindari_icon_infp	east_zamindari_info_infp	east_missile_cavalry_zamindari	global	0	mp_infantry	true	true	false	0	false
east_sikh_infantry_musketeers	Sikh Musketeers	infantry	infantry_line	810	1	780	310	24	infantry_generic	East_Sikh_Infantry_musketeers_icon_infm	east_sikh_infantry_musketeers_musket	sikh_musketeers	sikh	0	mp_infantry	true	false	true	0	false
east_sikh_warriors	Sikh Warriors	infantry	infantry_melee	460	1	490	190	24	infantry_warrior_east	East_Sikh_Warriors_icon_infs	East_Sikh_Warriors_info_infs	sikh_musketeers	sikh	0	mp_infantry	true	false	true	0	false
east_sipahi_cavalry	Sipahis	cavalry	cavalry_heavy	760	1	740	290	28	cavalry_sipahi	east_sipahi_icon_cavl	east_sipahi_info_cavl	east_sipahi_cavalry	global	0	mp_cavalry	false	true	true	0	false
east_sipahi_cavalry_colonial	Native Indian Cavalry	cavalry	cavalry_standard	720	1	710	280	28	cavalry_sipahi	Euro_Native_Company_Cavalry	east_sipahi_cavalry	east_sipahi_cavalry_colonial	india	0	mp_cavalry	false	false	false	0	false
east_war_elephant_lancers_howdah	War Elephants	elephants	elephants	1140	3	1030	410	26	elephants	East_war_Elephant_Musketry_Howdah_icon_pike	East_war_Elephant_Musketry_Howdah_info_pike	east_war_elephant_lancers_howdah	india	0	mp_cavalry	false	true	true	0	false
east_war_elephant_musketry_howdah	Elephant Musketeers	elephants	elephants	1150	3	1040	410	25	elephants	East_war_Elephant_Musketry_Howdah_icon_musk	East_war_Elephant_Musketry_Howdah_info_musk	east_war_elephant_lancers_howdah	india	0	mp_cavalry	false	false	true	0	false
episodic_1_arquebusiers	Colonial Militia	infantry	infantry_militia	550	1	560	60	24	infantry_colonial	episodic_armoured_icon_infm	episodic_musketman_info_infm	episodic_arquebusiers	episodic_1	7	mp_infantry	false	false	false	0	false
episodic_1_native_american_archers	Powhatan Bowmen	infantry	infantry_skirmishers	640	1	250	100	25	infantry_bowmen	Native_American_Archers_icon_infb	Native_american_archers_bow	native_american_archers	episodic_1	0	mp_infantry	false	false	false	0	false
episodic_1_native_american_warriors	Powhatan Warriors	infantry	infantry_melee	130	1	160	60	25	infantry_warrior_native	Native_american_braves_icon_inft	Native_american	native_american_warriors	episodic_1	0	mp_infantry	false	false	false	0	false
episodic_1_settlers	Jamestown Settlers	infantry	infantry_militia	580	1	580	60	24	infantry_generic	episodic_militia_icon_infm	episodic_militia_info_infm	episodic_1_settlers	episodic_1	20	mp_infantry	false	false	false	0	false
episodic_2_24_lber_land_cannon	24-lber Foot Artillery	artillery	artillery_foot	600	2	600	240	22	artillery_medium_cannon	euro_cannon_24_icon	24_lber_land_cannon	12_lber_land_cannon	episodic_2	0	mp_artillery	false	false	false	0	false
episodic_2_5th_rate	Fifth Rate	naval_frigate	naval_fifth_rate	1060	2	1060	170	83	naval_captain	5th_rate	2d_44	5th_rate	episodic_2	0	mp_naval_line_of_battle	false	false	false	0	false
episodic_2_armed_citizenry_matchlocks_natam	Firelock Armed Tribesmen	infantry	infantry_mob	180	0	0	0	24	infantry_citizen	Native_american_braves_icon_infm	Native_american_braves_info_infm	armed_citizenry_africa	episodic_2	0	mp_infantry	false	false	false	0	true
episodic_2_brig	Brig	naval_auxiliary	naval_brig	480	1	480	80	83	naval_captain	brig	brig	brig	episodic_2	0	mp_naval_line_of_battle	false	false	false	0	false
episodic_2_colonial_militia	Colonial Militia	infantry	infantry_skirmishers	490	1	510	200	24	infantry_colonial	episodic_guncrew_icon_infm	episodic_guncrew_info_infm	euro_militia_infantry	episodic_2	0	mp_infantry	false	false	false	0	false
episodic_2_french_marines	Marines	infantry	infantry_line	600	1	600	240	24	infantry_generic	euro_line_infantry	euro_line_infantry	euro_line_infantry	episodic_2	0	mp_infantry	false	false	false	0	false
episodic_2_light_cavalry_colonial	Colonial Light Cavalry	cavalry	cavalry_light	370	1	400	160	28	cavalry_colonial	Euro_Light_Cavalry_icon_cavs	euro_light_cavalry	euro_light_cavalry	episodic_2	0	mp_cavalry	false	false	false	0	false
episodic_2_line_infantry	Line Infantry	infantry	infantry_line	730	1	710	280	24	infantry_generic	euro_line_infantry	euro_line_infantry	euro_line_infantry	episodic_2	0	mp_infantry	false	false	false	0	false
episodic_2_natam_musketeers	Native Musketeers	infantry	infantry_irregulars	500	1	520	200	25	infantry_generic	Native_american_braves_icon_infm	Native_american_braves_info_infm	native_american_musketeers	episodic_2	0	mp_infantry	false	false	false	0	false
episodic_2_native_american_musketeer_auxiliary	Native American Musketeers	infantry	infantry_irregulars	500	1	520	200	25	infantry_generic	Native_american_braves_icon_infm	Native_american_braves_info_infm	native_american_mounted_musketeers_auxiliary	episodic_2	0	mp_infantry	false	false	false	0	false
episodic_2_rangers	Rangers	infantry	infantry_skirmishers	400	1	430	170	26	infantry_generic	Euro_American_Rangers_icon_infm	euro_rangers	euro_rangers	episodic_2	0	mp_infantry	false	false	false	0	false
episodic_2_sloop	Sloop	naval_auxiliary	naval_sloop	360	1	260	60	83	naval_captain	sloop	sloop	sloop	episodic_2	0	mp_naval_line_of_battle	false	false	false	0	false
episodic_arquebusiers	Arquebusiers	infantry	infantry_militia	530	1	540	210	24	infantry_generic	episodic_musketman_icon_infm	episodic_musketman_info_infm	episodic_arquebusiers	episodic_1	0	mp_infantry	false	false	false	0	false
episodic_demi_cannon	Board of Ordnance 24-lber Battery	artillery	artillery_fixed	910	1	860	340	21	artillery_demi_cannon	euro_ancient_cannon_24_icon	episodic_guncrew_info_sk24	12_lber_land_cannon	americas	0	mp_artillery	false	false	false	0	false
episodic_john_smith	John Smith's Band	infantry	infantry_militia	690	1	680	80	25	infantry_generic	john_smith	episodic_militia_info_infm	episodic_john_smith	episodic_1	1	mp_infantry	false	false	false	0	false
episodic_mounted_native_general	Chief Cheeseekau	cavalry	general	510	1	530	210	24	cavalry_generic	native_american_braves	Native_american	episodic_wahunsonacock		1	mp_cavalry	false	false	false	0	false
episodic_musketeers	Militia Musketeers	infantry	infantry_militia	1140	1	1030	410	24	infantry_generic	episodic_guncrew_icon_infm	episodic_guncrew_info_infm	episodic_musketeers	americas	0	mp_infantry	false	false	false	0	false
episodic_musketeers_vulnerable	Militia Musketeers	infantry	infantry_militia	1240	1	1100	440	24	infantry_musketeers	episodic_guncrew_icon_infm	episodic_guncrew_info_infm	episodic_musketeers	americas	0	mp_infantry	false	false	false	0	false
episodic_native_american_archers	Powhatan Warriors	infantry	infantry_skirmishers	1010	1	940	370	25	infantry_warrior_native	Native_American_Archers_icon_infb	Native_American_Archers_bow	native_american_archers	americas	0	mp_infantry	false	false	false	0	false
episodic_native_american_archers_rubbish	Powhatan Warriors	infantry	infantry_skirmishers	880	1	840	330	25	infantry_warrior_native	Native_American_Archers_icon_infb	Native_American_Archers_bow	native_american_archers		0	mp_infantry	false	false	false	0	false
episodic_pikemen	Militia Pikemen	infantry	infantry_melee	410	1	440	170	24	infantry_pikemen	episodic_guncrew_icon_infp	episodic_guncrew_info_infp	euro_pikemen	americas	0	mp_infantry	false	false	false	0	false
episodic_sakers	Board of Ordnance 9-lber Battery	artillery	artillery_fixed	510	1	530	210	22	artillery_sakers	euro_ancient_cannon_09_icon	episodic_guncrew_info_sk09	9_lber_land_cannon_(saker)	americas	0	mp_artillery	false	false	false	0	false
episodic_wahunsonacock	Wahunsonacock's Warrior Band	infantry	infantry_melee	270	1	310	120	24	infantry_warrior_native	native_american_braves	Native_american	episodic_wahunsonacock		1	mp_infantry	false	false	false	0	false
episodic_washington_old_infantry	George Washington	infantry	infantry_line	120	1	150	60	24	infantry_generic	euro_line_infantry	euro_line_infantry	euro_line_infantry		1	mp_infantry	false	false	false	0	false
episodic_washingtons_bodyguard_old	General Washington's Staff	cavalry	general	460	1	1240	490	29	general	Euro_Heavy_Cavalry	euro_generals_bodyguard	episodic_washingtons_bodyguard	episodic_3	1	mp_cavalry	false	false	false	0	false
episodic_washingtons_bodyguard_young	General Washington's Staff	cavalry	general	510	1	1270	500	29	general	Euro_Heavy_Cavalry	euro_generals_bodyguard	episodic_washingtons_bodyguard_young	episodic_2	1	mp_cavalry	false	false	false	0	false
episodics_armed_citizenry_europe	Armed Citizenry	infantry	infantry_mob	290	0	0	0	24	infantry_citizen	Euro_Minutemen	Euro_Minutemen	armed_citizenry_africa	episodics	0	mp_infantry	false	false	false	0	true
episodics_armed_citizenry_matchlocks_europe	Firelock Armed Citizenry	infantry	infantry_mob	280	0	0	0	24	infantry_citizen	Euro_Minutemen	Euro_Minutemen	armed_citizenry_africa	episodics	0	mp_infantry	false	false	false	0	true
episodics_armed_citizenry_native_american	Armed Tribesmen	infantry	infantry_mob	210	0	0	0	24	infantry_citizen	Native_american_braves_icon_inft	Native_american_braves_info_inft	armed_citizenry_africa	episodics	0	mp_infantry	false	false	false	0	true
euro_african_infantry	African Native Infantry	infantry	infantry_line	580	1	580	230	24	infantry_musketeers	Euro_African_Infantry_icon_infm	euro_african_infantry	euro_line_infantry	north_africa	0	mp_infantry	false	false	false	0	false
euro_carabiniers	Carabineers	cavalry	cavalry_missile	580	1	590	230	28	cavalry_dragoon_carabineer	Euro_Carabiniers_icon_cavc	euro_carabiniers	euro_carabiniers	europe	0	mp_cavalry	false	false	true	0	false
euro_company_cavalry	Company Cavalry	cavalry	cavalry_standard	650	1	640	250	28	cavalry_generic	Euro_Company_Cavalry_icon_cavs	euro_company_cavalry	euro_company_cavalry	india	0	mp_cavalry	false	false	false	0	false
euro_company_cavalry_e_india_co	East India Company Cavalry	cavalry	cavalry_standard	650	1	640	250	28	cavalry_generic	Euro_Company_Cavalry_icon_cavs	euro_company_cavalry	euro_company_cavalry	india	0	mp_cavalry	false	false	false	0	false
euro_company_cavalry_french_eic	French East India Co. Cavalry	cavalry	cavalry_standard	650	1	640	250	28	cavalry_generic	Euro_Company_Cavalry_icon_cavs	euro_company_cavalry	euro_company_cavalry	india	0	mp_cavalry	false	false	false	0	false
euro_company_cavalry_voc	V.O.C. Cavalry	cavalry	cavalry_standard	650	1	640	250	28	cavalry_generic	Euro_Company_Cavalry_icon_cavs	euro_company_cavalry	euro_company_cavalry	india	0	mp_cavalry	false	false	false	0	false
euro_company_infantry	Company Infantry	infantry	infantry_line	720	1	700	280	24	infantry_company	Euro_Company_Infantry	euro_company_infantry	euro_company_infantry	india	0	mp_infantry	false	false	false	0	false
euro_company_infantry_e_india_co	East India Company Infantry	infantry	infantry_line	720	1	700	280	24	infantry_company	Euro_Company_Infantry	euro_company_infantry	euro_company_infantry	india	0	mp_infantry	false	false	false	0	false
euro_company_infantry_french_eic	French East India Co. Infantry	infantry	infantry_line	720	1	700	280	24	infantry_company	Euro_Company_Infantry	euro_company_infantry	euro_company_infantry	india	0	mp_infantry	false	false	false	0	false
euro_company_infantry_voc_infantry	V.O.C. Infantry	infantry	infantry_line	720	1	700	280	24	infantry_company	Euro_Company_Infantry	euro_company_infantry	euro_company_infantry	india	0	mp_infantry	false	false	false	0	false
euro_cuirassiers	Cuirassiers	cavalry	cavalry_heavy	770	1	750	300	28	cavalry_cuirassiers	Euro_Cuirassiers	euro_cuirassiers	euro_cuirassiers	global	0	mp_cavalry	false	false	true	0	false
euro_cuirassiers_austria	Cuirassiers	cavalry	cavalry_heavy	770	1	750	300	28	cavalry_cuirassiers	Euro_Cuirassiers	euro_cuirassiers	euro_cuirassiers	europe	0	mp_cavalry	false	false	true	0	false
euro_cuirassiers_france	Cuirassiers	cavalry	cavalry_heavy	770	1	750	300	28	cavalry_cuirassiers	Euro_Cuirassiers	euro_cuirassiers	euro_cuirassiers	europe	0	mp_cavalry	false	false	true	0	false
euro_dragoons	Dragoons	dragoons	dragoons	560	1	570	220	28	dragoons	euro_dragoons	dragoons	euro_dragoons	europe	0	mp_cavalry	true	true	true	0	false
euro_dragoons_austria	Dragoons	dragoons	dragoons	560	1	570	220	28	dragoons	euro_dragoons	dragoons	euro_dragoons	europe	0	mp_cavalry	true	true	true	0	false
euro_dragoons_colonial	Colonial Dragoons	dragoons	dragoons	560	1	570	220	28	dragoons	euro_dragoons	dragoons	euro_dragoons	colonial_euro_factions	0	mp_cavalry	false	false	false	0	false
euro_dragoons_small	Dragoons	dragoons	dragoons	560	1	570	220	28	dragoons	euro_dragoons	dragoons	euro_dragoons	europe	0	mp_cavalry	true	true	true	0	false
euro_dragoons_sweden	Dragoons	dragoons	dragoons	560	1	570	220	28	dragoons	euro_dragoons	dragoons	euro_dragoons	europe	0	mp_cavalry	true	true	true	0	false
euro_elite_light_infantry	Riflemen	infantry	infantry_light	480	2	500	200	25	infantry_generic	Euro_Elite_Light_Infantry	euro_elite_light_infantry	euro_elite_light_infantry	global	0	mp_infantry	false	false	true	0	false
euro_elite_light_infantry_croatian_grenzers	Grenzers	infantry	infantry_light	560	2	560	220	26	infantry_generic	croatian_grenzers_icon_infm	croatian_grenzers	euro_elite_light_infantry_croatian_grenzers	grenzers	0	mp_infantry	false	false	true	0	false
euro_elite_light_infantry_green_jackets	Green Jackets	infantry	infantry_light	490	2	510	200	26	infantry_generic	Euro_Late_Riflemen	euro_late_rifleman_rifle	euro_elite_light_infantry_green_jackets	britain_home_regions	0	mp_infantry	false	false	true	0	false
euro_elite_light_infantry_prussian_jaegers	Prussian Jaegers	infantry	infantry_light	480	1	500	200	26	infantry_jaegers	Euro_Prussia_Jaeger_icon_infr	Euro_Prussia_Jaeger_info_infr	euro_elite_light_infantry	prussia_home_regions	0	mp_infantry	false	false	true	0	false
euro_elite_light_infantry_tirailleurs	Tirailleurs	infantry	infantry_light	480	2	500	200	26	infantry_generic	Euro_Late_Riflemen	euro_late_rifleman_rifle	euro_elite_light_infantry	france	0	mp_infantry	false	false	true	0	false
euro_elite_light_infantry_windbuchse_jaegers	Windbüchse Jaegers	infantry	infantry_light	690	2	680	270	26	infantry_jaegers	euro_elite_light_infantry_windbuchse_jaegers_icon_infr	euro_elite_light_infantry_windbuchse_jaegers_info_infr	euro_elite_light_infantry_windbuchse_jaegers	austria_home_regions	0	mp_infantry	false	false	true	0	false
euro_expat_infantry	Expatriate Infantry	infantry	infantry_line	690	1	680	270	24	infantry_musketeers	Euro_Expat_Infantry_icon_infm	Euro_Expat_Infantry_info_infm	euro_expat_infantry	europe	0	mp_infantry	true	false	false	0	false
euro_expat_infantry_chasseurs_britannique	Chasseurs Britanniques	infantry	infantry_light	430	1	460	180	24	infantry_generic	Euro_Expat_Infantry_icon_infm	Euro_Expat_Infantry_info_infm	euro_expat_infantry	england	0	mp_infantry	true	false	false	0	false
euro_expat_infantry_irish_brigade	Irish Brigade	infantry	infantry_line	720	1	710	280	24	infantry_generic	Euro_Expat_Infantry_icon_infm	Euro_Expat_Infantry_info_infm	euro_expat_infantry	displaced_irish	0	mp_infantry	true	false	false	0	false
euro_expat_infantry_regiments_etrangeres	Régiments Étrangers	infantry	infantry_line	700	1	690	270	24	infantry_generic	Euro_Expat_Infantry_icon_infm	Euro_Expat_Infantry_info_infm	euro_expat_infantry	europe	0	mp_infantry	true	false	false	0	false
euro_generals_bodyguard	General's Bodyguard	cavalry	general	500	1	1260	150	29	general	Euro_Heavy_Cavalry	euro_heavy_cavalry	euro_generals_bodyguard	global	0	mp_cavalry	true	true	true	0	false
euro_grenade_launchers	Hand Mortar Company	infantry	infantry_grenadiers	460	2	490	190	24	infantry_hand_mortars	Euro_Grenadiers_icon_gren	euro_grenade_launchers	euro_grenade_launchers	global	0	mp_infantry	false	false	true	0	false
euro_grenadiers	Grenadiers	infantry	infantry_grenadiers	530	1	550	220	24	infantry_grenadiers	Euro_Grenadiers	euro_grenadiers	euro_grenadiers	global	0	mp_infantry	false	true	true	0	false
euro_grenadiers_bearskin	Grenadiers	infantry	infantry_grenadiers	530	1	550	220	24	infantry_grenadiers	Euro_Grenadiers	euro_grenadiers	euro_grenadiers	global	0	mp_infantry	false	true	true	0	false
euro_heavy_cavalry	Heavy Cavalry	cavalry	cavalry_heavy	720	1	710	280	28	cavalry_generic	Euro_Heavy_Cavalry	euro_heavy_cavalry	euro_heavy_cavalry	europe	0	mp_cavalry	false	false	true	0	false
euro_heavy_cavalry_austria	Heavy Cavalry	cavalry	cavalry_heavy	720	1	710	280	28	cavalry_generic	Euro_Heavy_Cavalry	euro_heavy_cavalry	euro_heavy_cavalry	europe	0	mp_cavalry	false	false	true	0	false
euro_heavy_cavalry_france	Heavy Cavalry	cavalry	cavalry_heavy	720	1	710	280	28	cavalry_generic	Euro_Heavy_Cavalry	euro_heavy_cavalry	euro_heavy_cavalry	europe	0	mp_cavalry	false	false	true	0	false
euro_heavy_cavalry_sweden	Heavy Cavalry	cavalry	cavalry_heavy	720	1	710	280	28	cavalry_generic	Euro_Heavy_Cavalry	euro_heavy_cavalry	euro_heavy_cavalry	global	0	mp_cavalry	false	false	true	0	false
euro_highlanders	Highland Infantry	infantry	infantry_elite	930	1	870	340	25	highlander	euro_highlanders	euro_highlanders	euro_line_infantry	scots	2	mp_infantry	false	false	false	0	false
euro_highlanders_royal_ecossois	Royal Ecossais	infantry	infantry_elite	930	1	870	340	25	highlander	Euro_Highlander_Regular_icon_inf2	Euro_Highlander_Regular_info_inf2	euro_expat_infantry	displaced_scots	1	mp_infantry	false	false	true	0	false
euro_highlanders_scots	Scots	infantry	infantry_elite	930	1	870	340	25	highlander	euro_highlanders	euro_highlanders	euro_highlanders_scots	displaced_scots	1	mp_infantry	false	false	true	0	false
