key	name_group	ship_name	exclusive_to_faction
956	names_greek	Karpo	
957	names_greek	Lachesis	
958	names_greek	Maia	
959	names_greek	Mania	
960	names_greek	Melpomene	
961	names_greek	Merope	
962	names_greek	Metis	
963	names_greek	Moira	
964	names_greek	Momus	
965	names_greek	Morpheus	
966	names_greek	Muses	
967	names_greek	Nemesis	
968	names_greek	Nereus	
969	names_greek	Nike	
970	names_greek	Notus	
971	names_greek	Pan	
972	names_greek	Peitho	
973	names_greek	Perséphonê	
974	names_greek	Phorcys	
975	names_greek	Pleiades	
976	names_greek	Polydeuces	
977	names_greek	Polyhymnia	
978	names_greek	Poseidon	
979	names_greek	Priapus	
980	names_greek	Proteus	
981	names_greek	Selene	
982	names_greek	Sterope	
983	names_greek	Taygete	
984	names_greek	Terpsichore	
985	names_greek	Thalia	
986	names_greek	Thallo	
987	names_greek	Thanatos	
988	names_greek	Thetis	
989	names_greek	Triton	
990	names_greek	Typhon	
991	names_greek	Urania	
992	names_greek	Zephyrus	
993	names_greek	Zeus	
994	names_hungarian	Aranyeső	
995	names_hungarian	Buda	
996	names_hungarian	Harangozó	
997	names_hungarian	Harcos	
998	names_hungarian	Istók	
999	names_hungarian	István király	
1000	names_hungarian	Kende	
1001	names_hungarian	Koponya	
1002	names_hungarian	Koppány	
1003	names_hungarian	Magyar Tenger	
1004	names_hungarian	Moszat	
1005	names_hungarian	Ságvár	
1006	names_hungarian	Sárkány	
1007	names_hungarian	Sasmadár	
1008	names_hungarian	Szent Domonkos	
1009	names_hungarian	Szerencsefia	
1010	names_hungarian	Tengerész	
1011	names_hungarian	Tisza	
1012	names_hungarian	Turul	
1013	names_hungarian	Vitéz	
1014	names_indian_hindu	Abhay	
1015	names_indian_hindu	Aditya	
1016	names_indian_hindu	Airavat	
1017	names_indian_hindu	Ajay	
1018	names_indian_hindu	Ajral	
1019	names_indian_hindu	Akshay	
1020	names_indian_hindu	Alleppey	
1021	names_indian_hindu	Amba	
1022	names_indian_hindu	Ambica	
1023	names_indian_hindu	Andamans	
1024	names_indian_hindu	Atul	
1025	names_indian_hindu	Balshil	
1026	names_indian_hindu	Bangaram	
1027	names_indian_hindu	Baratang	
1028	names_indian_hindu	Bassein	
1029	names_indian_hindu	Beas	
1030	names_indian_hindu	Bedi	
1031	names_indian_hindu	Betwa	
1032	names_indian_hindu	Bhatkal	
1033	names_indian_hindu	Bhim	
1034	names_indian_hindu	Bitra	
1035	names_indian_hindu	Bitta Malv	
1036	names_indian_hindu	Brahmaputra	
1037	names_indian_hindu	Bulsar	
1038	names_indian_hindu	Cannanore	
1039	names_indian_hindu	Cauvery	
1040	names_indian_hindu	Chakra	
1041	names_indian_hindu	Chamak	
1042	names_indian_hindu	Chapal	
1043	names_indian_hindu	Cheetah	
1044	names_indian_hindu	Cuddalore	
1045	names_indian_hindu	Darshak	
1046	names_indian_hindu	Dhruvak	
1047	names_indian_hindu	Dunagiri	
1048	names_indian_hindu	Gaj	
1049	names_indian_hindu	Ganga	
1050	names_indian_hindu	Gharial	
1051	names_indian_hindu	Ghorpad	
1052	names_indian_hindu	Godavari	
1053	names_indian_hindu	Gomati	
1054	names_indian_hindu	Guldar	
1055	names_indian_hindu	Hathi	
1056	names_indian_hindu	Himgiri	
1057	names_indian_hindu	Jalashva	
1058	names_indian_hindu	Jyoti	
1059	names_indian_hindu	Kadmatt	
1060	names_indian_hindu	Kakinada	
1061	names_indian_hindu	Kamorta	
1062	names_indian_hindu	Karanj	
1063	names_indian_hindu	Karmukh	
1064	names_indian_hindu	Karwar	
1065	names_indian_hindu	Katchall	
1066	names_indian_hindu	Kavaratti	
1067	names_indian_hindu	Kesari	
1068	names_indian_hindu	Khanderi	
1069	names_indian_hindu	Khanjar	
1070	names_indian_hindu	Khukri	
1071	names_indian_hindu	Khutar	
1072	names_indian_hindu	Kiltan	
1073	names_indian_hindu	Kirch	
1074	names_indian_hindu	Kirpan	
1075	names_indian_hindu	Kolkata	
1076	names_indian_hindu	Konkan	
1077	names_indian_hindu	Kora	
1078	names_indian_hindu	Kozhikode	
1079	names_indian_hindu	Krishna	
1080	names_indian_hindu	Kulish	
1081	names_indian_hindu	Kumbhir	
1082	names_indian_hindu	Kursura	
1083	names_indian_hindu	Magar	
1084	names_indian_hindu	Mahé	
1085	names_indian_hindu	Mahish	
1086	names_indian_hindu	Malpe	
1087	names_indian_hindu	Matanga	
1088	names_indian_hindu	Meen	
1089	names_indian_hindu	Mesh	
1090	names_indian_hindu	Mithun	
1091	names_indian_hindu	Mumbai	
1092	names_indian_hindu	Nashak	
1093	names_indian_hindu	Nicobar	
1094	names_indian_hindu	Niligiri	
1095	names_indian_hindu	Nipat	
1096	names_indian_hindu	Nirbhik	
1097	names_indian_hindu	Nireekshak	
1098	names_indian_hindu	Nirghat	
1099	names_indian_hindu	Nishank	
1100	names_indian_hindu	Pamban	
1101	names_indian_hindu	Panaji	
1102	names_indian_hindu	Panvel	
1103	names_indian_hindu	Porbandar	
1104	names_indian_hindu	Poshak	
1105	names_indian_hindu	Prabal	
1106	names_indian_hindu	Pratap	
1107	names_indian_hindu	Prayala	
1108	names_indian_hindu	Pulicat	
1109	names_indian_hindu	Rajput	
1110	names_indian_hindu	Rana	
1111	names_indian_hindu	Ranjit	
1112	names_indian_hindu	Ranvijay	
1113	names_indian_hindu	Ranvir	
1114	names_indian_hindu	Sagardeep	
1115	names_indian_hindu	Sagardhwani	
1116	names_indian_hindu	Sahyadri	
1117	names_indian_hindu	Sandhyak	
1118	names_indian_hindu	Sarvekshak	
1119	names_indian_hindu	Saryu	
1120	names_indian_hindu	Satpura	
1121	names_indian_hindu	Savitri	
1122	names_indian_hindu	Shakti	
1123	names_indian_hindu	Sharabh	
1124	names_indian_hindu	Sharada	
1125	names_indian_hindu	Shardul	
1126	names_indian_hindu	Shivalik	
1127	names_indian_hindu	Subhadra	
1128	names_indian_hindu	Sujata	
1129	names_indian_hindu	Sukanya	
1130	names_indian_hindu	Sutlej	
1131	names_indian_hindu	Suvarna	
1132	names_indian_hindu	Tabar	
1133	names_indian_hindu	Talwar	
1134	names_indian_hindu	Tarangini	
1135	names_indian_hindu	Tarasa	
1136	names_indian_hindu	Tir	
1137	names_indian_hindu	Trinkat	
1138	names_indian_hindu	Trishul	
1139	names_indian_hindu	Udaygiri	
1140	names_indian_hindu	Varuna	
1141	names_indian_hindu	Veer	
1142	names_indian_hindu	Vibhuti	
1143	names_indian_hindu	Vidjut	
1144	names_indian_hindu	Vidyut	
1145	names_indian_hindu	Vijeta	
1146	names_indian_hindu	Vikramaditya	
1147	names_indian_hindu	Vikrant	
1148	names_indian_hindu	Vinash	
1149	names_indian_hindu	Vindhyagiri	
1150	names_indian_hindu	Vipul	
1151	names_indian_hindu	Viraata	
1152	names_italian	Abbondanza e Ricchezza	
1153	names_italian	Adria in Pace	
1154	names_italian	Aquila Volante	venice
1155	names_italian	Aurora	
1156	names_italian	Bellona	
1157	names_italian	Brillante	
1158	names_italian	Buon Consiglio	
1159	names_italian	Cavalier Angelo	
1160	names_italian	Cerere	
1161	names_italian	Cervo	
1162	names_italian	Cigno	
1163	names_italian	Colomba d' Oro	
1164	names_italian	Concordia	
1165	names_italian	Constanza Guerriera	
1166	names_italian	Corona	
1167	names_italian	Corriera Veneta	venice
1168	names_italian	Costanza	
1169	names_italian	Croce Rossa	
1170	names_italian	Diligenza	
1171	names_italian	Drago Volante	
1172	names_italian	Eolo	
1173	names_italian	Ercole	
1174	names_italian	Ercole Vittorioso	
1175	names_italian	Europa	
1176	names_italian	Falcon	
1177	names_italian	Fama	
1178	names_italian	Fama Volante	
1179	names_italian	Fedeltà	
1180	names_italian	Fenice	
1181	names_italian	Fortezza Guerriera	
1182	names_italian	Forza	
1183	names_italian	Galatea	
1184	names_italian	Giglio d' Oro	
1185	names_italian	Giove	
1186	names_italian	Giove Fulminante	
1187	names_italian	Gloria Veneta	venice
1188	names_italian	Gloria Veneto	venice
1189	names_italian	Grande Alessandro	
1190	names_italian	Guerriera	
1191	names_italian	Idra	
1192	names_italian	Iride	
1193	names_italian	L' Harpa	
1194	names_italian	La Berand	
1195	names_italian	La Cerere	
1196	names_italian	La Guerriera	
1197	names_italian	Le Murion\\n\\nLe Muiron	
1198	names_italian	Le Stingel	
1199	names_italian	Leon Coronato	
1200	names_italian	Lion Trionfante	
1201	names_italian	Madonna dell' Arsenal	
1202	names_italian	Madonna della Salute	
1203	names_italian	Medea	
1204	names_italian	Medusa	
1205	names_italian	Minerva	
1206	names_italian	Monton d' Oro	
1207	names_italian	Nettuno	
1208	names_italian	Pace ed Abbondanza	
1209	names_italian	Pallàde	
1210	names_italian	Palma	venice
1211	names_italian	Redentor del Mondo	
1212	names_italian	Regina del mar	
1213	names_italian	Rosa	
1214	names_italian	Sacra Lega	
1215	names_italian	San Andrea	
1216	names_italian	San Antonio di Padova	
1217	names_italian	San Carlo Borromeo	
1218	names_italian	San Domenico	
1219	names_italian	San Francesco	
1220	names_italian	San Gaetano	
1221	names_italian	San Giacomo Primo	
1222	names_italian	San Giorgio	
1223	names_italian	San Giovanni Battista Grande	
1224	names_italian	San Giovanni Battista Piccolo	
1225	names_italian	San Ignazio	
1226	names_italian	San Iseppo	
1227	names_italian	San Lorenzo Giustinian	
1228	names_italian	San Marco Grande	
1229	names_italian	San Michele Arcangelo	
1230	names_italian	San Nicolo	
1231	names_italian	San Piero Apostolo	
1232	names_italian	San Pietro del Cantara	
1233	names_italian	San Pio Quinto	
1234	names_italian	San Sebastiano	
1235	names_italian	San Spiridion	
1236	names_italian	San Vicenzo Ferrerio	
1237	names_italian	San Vincenzo	
1238	names_italian	San Vittorio	
1239	names_italian	San Zaccaria	
1240	names_italian	Scudo della Frede	
1241	names_italian	Sirena	
1242	names_italian	Sol d' Oro	
1243	names_italian	Speranze	
1244	names_italian	Stella Maris	
1245	names_italian	Terror	
1246	names_italian	Tigre	
1247	names_italian	Tolleranza	
1248	names_italian	Valor Coronato	
1249	names_italian	Venere	
1250	names_italian	Venere Armata	
1251	names_italian	Venezia Trionfante	venice
1252	names_italian	Vigilanza	
1253	names_italian	Vittorio	
1254	names_italian	Vulcano	
1255	names_muslim_general	Aboukir	
1256	names_muslim_general	Abu Qur	
1257	names_muslim_general	Aga Ahmed	
1258	names_muslim_general	Agdagi Reis	
1259	names_muslim_general	Ainduie	
1260	names_muslim_general	Akka	
1261	names_muslim_general	al Qahirah	
1262	names_muslim_general	Alemdar Pasha	
1263	names_muslim_general	Alemdar Reis	
1264	names_muslim_general	Alemrdar Ali	
1265	names_muslim_general	Alep	
1266	names_muslim_general	Ali Reis	
1267	names_muslim_general	al-Iskandriyah	
1268	names_muslim_general	al-Mansurah	
1269	names_muslim_general	al-Muhallat al-Kubra	
1270	names_muslim_general	Amdjazade Mustafa	
1271	names_muslim_general	Anka-yi bahri	
1272	names_muslim_general	Arnaud Ali	
1273	names_muslim_general	Arnaud Celebi	
1274	names_muslim_general	Arnaud Reis	
1275	names_muslim_general	Avn Illah	
1276	names_muslim_general	Badere Zafer	
1277	names_muslim_general	Bagdar Reis	
1278	names_muslim_general	Baktashi Mustafa	
1279	names_muslim_general	Baktashi Uluj	
1280	names_muslim_general	Bandino Seret	
1281	names_muslim_general	Bedr-i zafar	
1282	names_muslim_general	Bekberi-kufret	
1283	names_muslim_general	Beleng	
1284	names_muslim_general	Beneghem	
1285	names_muslim_general	Berber Kali	
1286	names_muslim_general	Bernisouef	
1287	names_muslim_general	Beylan	
1288	names_muslim_general	Biafaret	
1289	names_muslim_general	Bisharet	
1290	names_muslim_general	Burj Zafer	
1291	names_muslim_general	Cademly Mustafa	
1292	names_muslim_general	Cali Celebi	
1293	names_muslim_general	Celebi Iusuf	
1294	names_muslim_general	Celebi Reis	
1295	names_muslim_general	Chabal Bahari	
1296	names_muslim_general	Chadie	
1297	names_muslim_general	Chendereli Mustafa	
1298	names_muslim_general	Chios Mehemet	
1299	names_muslim_general	Corona Ottomana	
1300	names_muslim_general	Dardagan Reis	
1301	names_muslim_general	Darius Celebi	
1302	names_muslim_general	Darius Haseki	
1303	names_muslim_general	Darius Pasha	
1304	names_muslim_general	Deli Ali	
1305	names_muslim_general	Deli Assan	
1306	names_muslim_general	Deli Celebi	
1307	names_muslim_general	Deli Chender	
1308	names_muslim_general	Deli Iusuf	
1309	names_muslim_general	Deli Murad	
1310	names_muslim_general	Deli Osman	
1311	names_muslim_general	Demir Celebi	
1312	names_muslim_general	Dermat Bey	
1313	names_muslim_general	Dewan	
1314	names_muslim_general	Dragon	
1315	names_muslim_general	Dragud Ali	
1316	names_muslim_general	Dromus Reis	
1317	names_muslim_general	Elzraman	
1318	names_muslim_general	Fakih-i zafar	
1319	names_muslim_general	Faouish	
1320	names_muslim_general	Fathie	
1321	names_muslim_general	Fatih Bahri	
1322	names_muslim_general	Fatih Eldrij	
1323	names_muslim_general	Fayoum	
1324	names_muslim_general	Fazl Illah	
1325	names_muslim_general	Ferhad Ali	
1326	names_muslim_general	Fethiye	
1327	names_muslim_general	Fevz Nussret	
1328	names_muslim_general	Feyz Mi''raj	
1329	names_muslim_general	Fivrie	
1330	names_muslim_general	Flying Horse	
1331	names_muslim_general	Ghazni Reis	
1332	names_muslim_general	Ghyu h Rewan	
1333	names_muslim_general	Golden Horse	
1334	names_muslim_general	Grande Sultane	ottomans
1335	names_muslim_general	Gulbang-i-Nusrat	
1336	names_muslim_general	Guzman Ferhad	
1337	names_muslim_general	Hafiz Bahman	
1338	names_muslim_general	Hajji Aga	
1339	names_muslim_general	Halab	
1340	names_muslim_general	Half Moon	
1341	names_muslim_general	Hamid Ali	
1342	names_muslim_general	Haneshi Ahmed	
1343	names_muslim_general	Hanyadi Mustafa	
1344	names_muslim_general	Hasan Omar	
1345	names_muslim_general	Hasan Osman	
1346	names_muslim_general	Hasan Pasha	
1347	names_muslim_general	Hasan Reis	
1348	names_muslim_general	Hasan Rey	
1349	names_muslim_general	Hasan Sinam	
1350	names_muslim_general	Hasan Uluj	
1351	names_muslim_general	Hascedi Hassan	
1352	names_muslim_general	Hazuli Sinian	
1353	names_muslim_general	Hems	
1354	names_muslim_general	Heseki Reis	
1355	names_muslim_general	Hignau Mustafa	
1356	names_muslim_general	Hims	
1357	names_muslim_general	Hunyadi Iusuf	
1358	names_muslim_general	Hunyadis Hasan	
1359	names_muslim_general	Hyder Enver	
1360	names_muslim_general	Ionas Osman	
1361	names_muslim_general	Iosul Piali	
1362	names_muslim_general	Iskandr	
1363	names_muslim_general	Iskender	
1364	names_muslim_general	Iskenderiya	
1365	names_muslim_general	Iusuf Ali	
1366	names_muslim_general	Jami Fazil	
1367	names_muslim_general	Jami Uluj	
1368	names_muslim_general	Jebel-andaz	
1369	names_muslim_general	Kafar Reis	
1370	names_muslim_general	Kafir Hajji	
1371	names_muslim_general	Ka'id Zafer	
1372	names_muslim_general	Kaleman Memi	
1373	names_muslim_general	Kali Celebi	
1374	names_muslim_general	Kamen Aga	
1375	names_muslim_general	Kara Alemdhar	
1376	names_muslim_general	Kara Bey	
1377	names_muslim_general	Kara Reis	
1378	names_muslim_general	Kara Rhodi	
1379	names_muslim_general	Karagi Reis	
1380	names_muslim_general	Karali Reis	
1381	names_muslim_general	Karam Bey	
1382	names_muslim_general	Karaman Ali	
1383	names_muslim_general	Karaman Hyder	
1384	names_muslim_general	Karaman Pasha	
1385	names_muslim_general	Karaman Reis	
1386	names_muslim_general	Karaman Suleiman	
1387	names_muslim_general	Kari Alemdar	
1388	names_muslim_general	Kari Mora	
1389	names_muslim_general	Kari Mustafa	
1390	names_muslim_general	Karl Ali	
1391	names_muslim_general	Kasam Reis	
1392	names_muslim_general	Keduk Seydi	
1393	names_muslim_general	Kemal Murad	
1394	names_muslim_general	Keywan Bahri	
1395	names_muslim_general	Khalifa Uluj	
1396	names_muslim_general	Kiafi Hajji	
1397	names_muslim_general	Kilid-i bahri	
1398	names_muslim_general	Kilik Reais	
1399	names_muslim_general	Kos Ali	
1400	names_muslim_general	Kos Hajji	
1401	names_muslim_general	Kos Mend	
1402	names_muslim_general	Kosem Iusuf	
1403	names_muslim_general	Macasir Ali	
1404	names_muslim_general	Magyar Ali	
1405	names_muslim_general	Magyar Fehrad	
1406	names_muslim_general	Mahmoudie	
1407	names_muslim_general	Mahmudiye	
1408	names_muslim_general	Mahubey Subhan	
1409	names_muslim_general	Makademi-Lair	
1410	names_muslim_general	Mandouhie	
1411	names_muslim_general	Mansourah	
1412	names_muslim_general	Mansur el liwa	
1413	names_muslim_general	Masudiya	
1414	names_muslim_general	Mehallet-el-Kabyr	
1415	names_muslim_general	Mehmed Bey	
1416	names_muslim_general	Mejra Zafer	
1417	names_muslim_general	Melike Bahri	
1418	names_muslim_general	Memi Bey	
1419	names_muslim_general	Meshuda	
1420	names_muslim_general	Meskeni-ghazi	
1421	names_muslim_general	Messoudie	
1422	names_muslim_general	Mesudiye	
1423	names_muslim_general	Mirat zafar	
1424	names_muslim_general	Misr	
1425	names_muslim_general	M'sian Zafer	
1426	names_muslim_general	Much bir-i-Surur	
1427	names_muslim_general	Muezzenade Ali Pasha Sultana	
1428	names_muslim_general	Murad Darius	
1429	names_muslim_general	Murad Hasan	
1430	names_muslim_general	Mustafa Hajji	
1431	names_muslim_general	Nabi Reis	
1432	names_muslim_general	Nachis	
1433	names_muslim_general	Naoum Bahari	
1434	names_muslim_general	Nasi Reis	
1435	names_muslim_general	Nassim Zafer	
1436	names_muslim_general	Nasur Ferhad	
1437	names_muslim_general	Navek Bahri	
1438	names_muslim_general	Nesamie	
1439	names_muslim_general	Nessim	
1440	names_muslim_general	Nessun Zafer	
1441	names_muslim_general	Nezim Zafar	
1442	names_muslim_general	Nizamieh	
1443	names_muslim_general	Nizamiye	
1444	names_muslim_general	Nouhan Bahari	
1445	names_muslim_general	Nousretie	
1446	names_muslim_general	Nur Memi	
1447	names_muslim_general	Nusmatie	
1448	names_muslim_general	Nuzretiye	
1449	names_muslim_general	Occan Reis	
1450	names_muslim_general	Orphan Ali	
1451	names_muslim_general	Osa Reis	
1452	names_muslim_general	Osman Bey	
1453	names_muslim_general	Osman Dagli	
1454	names_muslim_general	Osman Reis	
1455	names_muslim_general	Osman Seydi	
1456	names_muslim_general	Peri Selim	
1457	names_muslim_general	Piali Osman	
1458	names_muslim_general	Piri Hamagi	
1459	names_muslim_general	Piri Osman	
1460	names_muslim_general	Piri Reis	
1461	names_muslim_general	Piri Uluj Bey	
1462	names_muslim_general	Piriman Reis	
1463	names_muslim_general	Portasi Pasha	
1464	names_muslim_general	Postana Uluj	
1465	names_muslim_general	Prauil Aga	
1466	names_muslim_general	Raousierie	
1467	names_muslim_general	Real Mustafa	
1468	names_muslim_general	Rechrifie	
1469	names_muslim_general	Rodos	
1470	names_muslim_general	Rose of Tunis	
1471	names_muslim_general	Sadd al-Bahr	
1472	names_muslim_general	Sali Reis	
1473	names_muslim_general	Salim Deli	
1474	names_muslim_general	Sarmusal Reis	
1475	names_muslim_general	Sayyad-i bahri	
1476	names_muslim_general	Selim Basti	
1477	names_muslim_general	Selimiye	
1478	names_muslim_general	Seydi Aga	
1479	names_muslim_general	Seydi Ali	
1480	names_muslim_general	Seydi Arnaud	
1481	names_muslim_general	Seydi Reis	
1482	names_muslim_general	Sham	
1483	names_muslim_general	Shehab Bahary	
1484	names_muslim_general	Sian Memi	
1485	names_muslim_general	Sian Siander	
1486	names_muslim_general	Sinian Ali	
1487	names_muslim_general	Sinian Bektashi	
1488	names_muslim_general	Sinian Celebi	
1489	names_muslim_general	Sinian Mustafa	
1490	names_muslim_general	Sinian Reis	
1491	names_muslim_general	Sourie	
1492	names_muslim_general	Star	
1493	names_muslim_general	Sultan Selim	ottomans
1494	names_muslim_general	Sultana	ottomans
1495	names_muslim_general	Sun	
1496	names_muslim_general	Suzi Memi	
1497	names_muslim_general	Talatagi Reis	
1498	names_muslim_general	Tartar Ali	
1499	names_muslim_general	Taus i bahri	
1500	names_muslim_general	Tesrifiye	
1501	names_muslim_general	Tevfik-numa	
1502	names_muslim_general	Tre Naranceri	
1503	names_muslim_general	Tursun Osman	
1504	names_muslim_general	Tursun Suleiman	
1505	names_muslim_general	Two Lions	
1506	names_muslim_general	Uluch Ali	
1507	names_muslim_general	Uluj Piri Pasha	
1508	names_muslim_general	Uluj Reis	
1509	names_muslim_general	Uschiufly Memy	
1510	names_muslim_general	White Crowned Eagle	
1511	names_native_american	Anog Ite	
1512	names_native_american	Awaeh Tegendji 	
1513	names_native_american	Canotila	
1514	names_native_american	Capa	
1515	names_native_american	Cetan	
1516	names_native_american	Dagwanoenyent	
1517	names_native_american	Dijien	
1518	names_native_american	Eagentci	
1519	names_native_american	Gagqa	
1520	names_native_american	Hagondes	
1521	names_native_american	Haokah	
1522	names_native_american	Iktomi	
1523	names_native_american	I'nage-utashvi	
1524	names_native_american	Inyan	
1525	names_native_american	Iya	
1526	names_native_american	Kaakwha	
1527	names_native_american	Kana'ti	
1528	names_native_american	Oonawieh Unggi	
1529	names_native_american	Selu	
1530	names_native_american	Sint Holo	
1531	names_native_american	Skan	
1532	names_native_american	Tate	
1533	names_native_american	Tsul 'Kalo	
1534	names_native_american	Unhcegila	
1535	names_native_american	Untunktahe	
1536	names_native_american	Wakan Tanka	
1537	names_native_american	Wananikwe	
1538	names_native_american	Waukheon	
1539	names_persian	Abbas	
1540	names_persian	Abdullah	
1541	names_persian	Adil	
1542	names_persian	Al-Mada'in	
1543	names_persian	Arbīl	
1544	names_persian	Ardashir	
1545	names_persian	Arg-é Bam	
1546	names_persian	Babur	
1547	names_persian	Badi Al'Zaman	
1548	names_persian	Bayqarah	
1549	names_persian	Bishâpûr	
1550	names_persian	Ebrahim	
1551	names_persian	Ecbatana	
1552	names_persian	Eṣfahān	
1553	names_persian	Husayn	
1554	names_persian	Iskandar	
1555	names_persian	Ismail	
1556	names_persian	Istakhr	
1557	names_persian	Kermān	
1558	names_persian	Khalil	
1559	names_persian	Khodabanda	
1560	names_persian	Mujahid	
1561	names_persian	Nadir	
1562	names_persian	Pars	
1563	names_persian	Pâthragâda	
1564	names_persian	Phraaspa	
1565	names_persian	Rhages	
1566	names_persian	Rukh	
1567	names_persian	Safi	
1568	names_persian	Said	
1569	names_persian	Shush	
1570	names_persian	Suleiman	
1571	names_persian	Tahmasp	
1572	names_persian	Zarang	
1573	names_pirates	Adventure	
1574	names_pirates	Flying Dutchman	
1575	names_pirates	Fancy	
1576	names_pirates	Flying Dragon	
1577	names_pirates	Happy Delivery	
1578	names_pirates	Liberty	
1579	names_pirates	Pearl	
1580	names_pirates	Queen Anne's Revenge	
1581	names_pirates	Ranger	
1582	names_pirates	Black Pig	
1583	names_pirates	Rising Sun	
1584	names_pirates	Royal Fortune	
1585	names_pirates	Whydah	
1586	names_polish	Achilles	
1587	names_polish	Ajax	
1588	names_polish	Albatros	
1589	names_polish	Anapa	poland_lithuania
1590	names_polish	Andromeda	
1591	names_polish	Ares	
1592	names_polish	Bazyliszek	
1593	names_polish	Błyskawica	
1594	names_polish	Boreasz	
1595	names_polish	Bursztyn	
1596	names_polish	Burza	
1597	names_polish	Centaur	
1598	names_polish	Centurion	
1599	names_polish	Chart	
1600	names_polish	Chrobry	
1601	names_polish	Chwała	
1602	names_polish	Cracovia	
1603	names_polish	Delfin	
1604	names_polish	Dzik	
1605	names_polish	Feniks	
1606	names_polish	Gedania	
1607	names_polish	Goliat	
1608	names_polish	Goplana	
1609	names_polish	Grom	
1610	names_polish	Gromowładca	
1611	names_polish	Groźny	
1612	names_polish	Gwiazda Północy	
1613	names_polish	Gwiazda Południa	
1614	names_polish	Hel	
1615	names_polish	Huragan	
1616	names_polish	Hydra	
1617	names_polish	Jagiellon	
1618	names_polish	Jaskółka	
1619	names_polish	Jastsząb	
1620	names_polish	Jednorożec	
1621	names_polish	Jowisz	
1622	names_polish	Kasjopea	
1623	names_polish	Kastor	
1624	names_polish	Kolos	
1625	names_polish	Komandor	
1626	names_polish	Kometa	
1627	names_polish	Konstelacja	
1628	names_polish	Krak	
1629	names_polish	Kuna	
1630	names_polish	Lew	
1631	names_polish	Lis	
1632	names_polish	Mars	
1633	names_polish	Meduza	
1634	names_polish	Mewa	
1635	names_polish	Mieszko	
1636	names_polish	Mors	
1637	names_polish	Nawałnica	
1638	names_polish	Neptun	
1639	names_polish	Niepodległość	
1640	names_polish	Niepokonany	
1641	names_polish	Nieustraszony	
1642	names_polish	Niezdobyty	
1643	names_polish	Niezwyciężony	
1644	names_polish	Nimfa Wodna	
1645	names_polish	Obieżyświat	
1646	names_polish	Obrońca	
1647	names_polish	Ocean	
1648	names_polish	Odyseusz	
1649	names_polish	Orion	
1650	names_polish	Orzeł	
1651	names_polish	Panna Wodna	
1652	names_polish	Pegaz	
1653	names_polish	Perseusz	
1654	names_polish	Płomień	
1655	names_polish	Pollux	
1656	names_polish	Posejdon	
1657	names_polish	Powstaniec	
1658	names_polish	Puck	
1659	names_polish	Róża Wiatrów	
1660	names_polish	Rugia	
1661	names_polish	Rumak	
1662	names_polish	Ryś	
1663	names_polish	Saturn	
1664	names_polish	Skorpion	
1665	names_polish	Sława	
1666	names_polish	Śmiałek	
1667	names_polish	Smok	
1668	names_polish	Sokół Morski	
1669	names_polish	Św. Trójca	
1670	names_polish	Świtezianka	
1671	names_polish	Szafir	
1672	names_polish	Szerszeń	
1673	names_polish	Tajfun	
1674	names_polish	Tryton	
1675	names_polish	Tytan	
1676	names_polish	Wąż Morski	
1677	names_polish	Wicher	
1678	names_polish	Wilk Morski	
1679	names_polish	Wladca Mórz	
1680	names_polish	Władysław	
1681	names_polish	Wspaniały	
1682	names_polish	Wyzwoliciel	
1683	names_polish	Zdobywca	
1684	names_polish	Zefir	
1685	names_polish	Zwiastun	
1686	names_polish	Zwycięzca	
1687	names_portuguese	Afonso de Albuquerque	
1688	names_portuguese	Aguia	
1689	names_portuguese	Amasonia	
1690	names_portuguese	Assumpcao	
1691	names_portuguese	Belem	
1692	names_portuguese	Bom Jesus	
1693	names_portuguese	Chagas	
1694	names_portuguese	Cinco Chagas	
1695	names_portuguese	Dom João VI	
1696	names_portuguese	Garca	
1697	names_portuguese	Gulfinia	
1698	names_portuguese	Infante de Pedro	
1699	names_portuguese	Madre de Dios	
1700	names_portuguese	Maria Princeipa	
1701	names_portuguese	Medusa	
1702	names_portuguese	Mizericordia	
1703	names_portuguese	Nossa Senhora da Ajuda e Sao Pedro da Alcantâra	
1704	names_portuguese	Nossa Senhora da Conceiçao	
1705	names_portuguese	Nossa Senhora da Conceição	
1706	names_portuguese	Nossa Senhora da Guia	
1707	names_portuguese	Nossa Senhora da Quietação	
1708	names_portuguese	Nossa Senhora da Saude	
1709	names_portuguese	Nossa Senhora das Necessidades	
1710	names_portuguese	Nossa Senhora de Atalaya	
1711	names_portuguese	Nossa Senhora de Belem	
1712	names_portuguese	Nossa Senhora de Conceição	
1713	names_portuguese	Nossa Senhora do Livramento	
1714	names_portuguese	Nossa Senhora dos Remédios	
1715	names_portuguese	Padre Eterno	
1716	names_portuguese	Perolo	
1717	names_portuguese	Princese de Abeire	
1718	names_portuguese	Principe de Brazil	
1719	names_portuguese	Principe Real	
1720	names_portuguese	Rainha de Portugal	
1721	names_portuguese	Rainha dos Anjos	
1722	names_portuguese	Reliquias	
1723	names_portuguese	Sacramento	
1724	names_portuguese	San Bernardo	
1725	names_portuguese	San Cristobal	
1726	names_portuguese	San Felipe	
1727	names_portuguese	San Juan	
1728	names_portuguese	San Luis	
1729	names_portuguese	San Marcos	
1730	names_portuguese	San Martin	
1731	names_portuguese	San Mateo	
1732	names_portuguese	Santa Antonia	
1733	names_portuguese	Santa Antonio de Tana	
1734	names_portuguese	Santa Catarina do Monte Sinai	
