building	effect	value
tribal_council_of_elders	recruitment_points	1.0000
tribal_council_of_elders	region_turns_to_surrender	1.0000
tribal_drill_grounds	conversion_animist	1.0000
tribal_drill_grounds	recruitment_points	1.0000
tribal_gunsmith	gdp_industry	800.0000
tribal_gunsmith	recruitment_points	3.0000
tribal_high_chiefs_lodge	recruitment_points	1.0000
tribal_high_chiefs_lodge	region_turns_to_surrender	3.0000
tribal_high_chiefs_lodge	repression_building	2.0000
tribal_high_chiefs_lodge	tax_bonus_building	9.0000
tribal_holy_ground	happy_culture_lower	3.0000
tribal_holy_ground	happy_culture_upper	3.0000
tribal_holy_ground	recruitment_points	1.0000
tribal_horse_breeder	conversion_animist	2.0000
tribal_horse_breeder	recruitment_points	2.0000
tribal_hunting_grounds	conversion_animist	1.0000
tribal_hunting_grounds	recruitment_points	1.0000
tribal_meeting_hall	happy_culture_lower	2.0000
tribal_meeting_hall	happy_culture_upper	2.0000
tribal_practice_fields	conversion_animist	3.0000
tribal_practice_fields	recruitment_points	3.0000
tribal_shamanic_gateway	happy_culture_lower	5.0000
tribal_shamanic_gateway	happy_culture_middle	5.0000
tribal_shamanic_gateway	happy_culture_upper	5.0000
tribal_shamanic_gateway	recruitment_points	1.0000
tribal_spiritual_circle	happy_culture_lower	4.0000
tribal_spiritual_circle	happy_culture_middle	4.0000
tribal_spiritual_circle	happy_culture_upper	4.0000
tribal_spiritual_circle	recruitment_points	1.0000
tribal_village_longhouse	happy_culture_lower	1.0000
tribal_warrior_lodge	conversion_animist	2.0000
tribal_warrior_lodge	recruitment_points	2.0000
tribal_wheat_communal_farms	gdp_farm	400.0000
tribal_wheat_communal_farms	pop_growth_farm	0.6000
tribal_wheat_communal_farms	pop_maxpop_modifier	40.0000
tribal_wheat_communal_farms	resource_prod_wheat	1.0000
tribal_wheat_subsistence_farms	gdp_farm	200.0000
tribal_wheat_subsistence_farms	pop_growth_farm	0.3000
tribal_wheat_subsistence_farms	pop_maxpop_modifier	20.0000
tribal_wheat_subsistence_farms	resource_prod_wheat	1.0000
university	agent_research_slots	2.0000
university	agent_spawn_rate_eastern_scholar	9.0000
university	agent_spawn_rate_gentleman	9.0000
university	happy_clamour_for_reform_all_classes	-6.0000
university	prestige_message	1.0000
university	research_points	17.0000
vineyards	gdp_farm	300.0000
vineyards	pop_growth_farm	0.1000
vineyards	pop_maxpop_modifier	5.0000
vineyards	resource_prod_wine	1.0000
water-powered_cloth_mill	gdp_industry	600.0000
water-powered_cloth_mill	happy_industrialisation_lower	-1.0000
water-powered_cloth_mill	tw_growth_industry	13.0000
weavers_cottages	gdp_industry	450.0000
weavers_cottages	tw_growth_industry	10.0000
wheat_clearances	gdp_farm	200.0000
wheat_clearances	happy_industrialisation_lower	-1.0000
wheat_clearances	pop_growth_farm	0.4000
wheat_clearances	pop_maxpop_modifier	20.0000
wheat_clearances	resource_prod_wheat	1.0000
wheat_great_estates	gdp_farm	250.0000
wheat_great_estates	pop_growth_farm	0.5000
wheat_great_estates	pop_maxpop_modifier	30.0000
wheat_great_estates	resource_prod_wheat	1.0000
wheat_great_royal_palace	gdp_farm	300.0000
wheat_great_royal_palace	happy_culture_upper	1.0000
wheat_great_royal_palace	pop_growth_farm	0.5000
wheat_great_royal_palace	pop_maxpop_modifier	30.0000
wheat_great_royal_palace	prestige_message	1.0000
wheat_great_royal_palace	resource_prod_wheat	1.0000
wheat_peasant_farms	gdp_farm	100.0000
wheat_peasant_farms	pop_growth_farm	0.2000
wheat_peasant_farms	pop_maxpop_modifier	5.0000
wheat_peasant_farms	resource_prod_wheat	1.0000
wheat_tenanted_farms	gdp_farm	150.0000
wheat_tenanted_farms	pop_growth_farm	0.3000
wheat_tenanted_farms	pop_maxpop_modifier	10.0000
wheat_tenanted_farms	resource_prod_wheat	1.0000
wine_estates	gdp_farm	500.0000
wine_estates	happy_industrialisation_lower	-1.0000
wine_estates	pop_growth_farm	0.3000
wine_estates	pop_maxpop_modifier	15.0000
wine_estates	prestige_message	1.0000
wine_estates	resource_prod_wine	1.0000
wineries	gdp_farm	400.0000
wineries	pop_growth_farm	0.2000
wineries	pop_maxpop_modifier	10.0000
wineries	resource_prod_wine	1.0000
NA_pioneer_01	conversion_protestant	1.5000
NA_pioneer_01	gdp_industry	300.0000
NA_pioneer_01	happy_industrialisation_lower	-1.0000
NA_pioneer_01	tw_growth_industry	5.0000
NA_pioneer_02	conversion_protestant	2.5000
NA_pioneer_02	gdp_industry	400.0000
NA_pioneer_02	happy_industrialisation_lower	-2.0000
NA_pioneer_02	tw_growth_industry	10.0000
NA_pioneer_03	conversion_protestant	3.5000
NA_pioneer_03	gdp_industry	500.0000
NA_pioneer_03	happy_industrialisation_lower	-4.0000
NA_pioneer_03	tw_growth_industry	15.0000
tribal_ancestral_ground	happy_culture_middle	2.0000
tribal_burial_ground	happy_culture_middle	1.0000
tribal_chiefs_lodge	tw_growth_education	6.0000
tribal_confederation_of_tribes	tw_growth_education	12.0000
tribal_council_of_elders	tax_bonus_building	3.0000
tribal_council_of_elders	tw_growth_education	3.0000
tribal_gunsmith	conversion_animist	3.0000
tribal_high_chiefs_lodge	tw_growth_education	9.0000
tribal_holy_ground	happy_culture_middle	3.0000
tribal_meeting_hall	happy_culture_middle	2.0000
tribal_meeting_hall	research_points	20.0000
tribal_playable_ancestral_ground	agent_spawn_rate_shaman	8.0000
tribal_playable_ancestral_ground	happy_culture_lower	2.0000
tribal_playable_ancestral_ground	happy_culture_middle	2.0000
tribal_playable_ancestral_ground	happy_culture_upper	2.0000
tribal_playable_ancestral_ground	recruitment_points	1.0000
tribal_playable_burial_ground	agent_spawn_rate_shaman	4.0000
tribal_playable_burial_ground	happy_culture_lower	1.0000
tribal_playable_burial_ground	happy_culture_middle	1.0000
tribal_playable_burial_ground	happy_culture_upper	1.0000
tribal_playable_burial_ground	recruitment_points	1.0000
tribal_playable_chiefs_lodge	recruitment_points	1.0000
tribal_playable_chiefs_lodge	region_turns_to_surrender	2.0000
tribal_playable_chiefs_lodge	tax_bonus_building	6.0000
tribal_playable_chiefs_lodge	tw_growth_education	2.0000
tribal_playable_confederation_of_tribes	recruitment_points	1.0000
tribal_playable_confederation_of_tribes	region_turns_to_surrender	4.0000
tribal_playable_confederation_of_tribes	tax_bonus_building	12.0000
tribal_playable_confederation_of_tribes	tw_growth_education	4.0000
tribal_playable_corn_communal_farms	gdp_farm	60.0000
tribal_playable_corn_communal_farms	pop_growth_farm	1.2000
tribal_playable_corn_communal_farms	pop_maxpop_modifier	50.0000
tribal_playable_corn_communal_farms	resource_prod_corn	1.0000
tribal_playable_corn_subsistence_farms	gdp_farm	40.0000
tribal_playable_corn_subsistence_farms	pop_growth_farm	0.6000
tribal_playable_corn_subsistence_farms	pop_maxpop_modifier	25.0000
tribal_playable_corn_subsistence_farms	resource_prod_corn	1.0000
tribal_playable_council_of_elders	recruitment_points	1.0000
tribal_playable_council_of_elders	region_turns_to_surrender	1.0000
tribal_playable_council_of_elders	tax_bonus_building	3.0000
tribal_playable_council_of_elders	tw_growth_education	1.0000
tribal_playable_craft_workshops_textiles	gdp_industry	50.0000
tribal_playable_craft_workshops_textiles	tw_growth_industry	6.0000
tribal_playable_drill_grounds	agent_spawn_rate_scout	6.0000
tribal_playable_burial_ground	conversion_animist	1.0000
tribal_playable_drill_grounds	recruitment_points	1.0000
tribal_playable_fishing_fleet	gdp_port	80.0000
tribal_playable_fishing_fleet	naval_recruitment_points	1.0000
tribal_playable_fishing_fleet	pop_growth_port_fishing	0.5000
tribal_playable_fur_market	commodity_prod_furs	20.0000
tribal_playable_fur_merchant	commodity_prod_furs	10.0000
tribal_playable_gem_pit	gdp_mine	200.0000
tribal_playable_gem_pit	resource_prod_gems	1.0000
tribal_playable_gold_mine	gdp_mine	300.0000
tribal_playable_gold_mine	resource_prod_gold	1.0000
tribal_playable_gunsmith	agent_spawn_rate_scout	18.0000
tribal_playable_shamanic_gateway	conversion_animist	3.0000
tribal_playable_gunsmith	recruitment_points	3.0000
tribal_playable_high_chiefs_lodge	recruitment_points	1.0000
tribal_playable_high_chiefs_lodge	region_turns_to_surrender	3.0000
tribal_playable_high_chiefs_lodge	tax_bonus_building	9.0000
tribal_playable_high_chiefs_lodge	tw_growth_education	3.0000
tribal_playable_holy_ground	agent_spawn_rate_shaman	12.0000
tribal_playable_holy_ground	happy_culture_lower	3.0000
tribal_playable_holy_ground	happy_culture_middle	3.0000
tribal_playable_holy_ground	happy_culture_upper	3.0000
tribal_playable_holy_ground	recruitment_points	1.0000
tribal_playable_horse_breeder	agent_spawn_rate_scout	9.0000
tribal_playable_holy_ground	conversion_animist	2.0000
tribal_playable_horse_breeder	recruitment_points	2.0000
tribal_playable_hunting_grounds	agent_spawn_rate_scout	3.0000
tribal_playable_ancestral_ground	conversion_animist	1.0000
tribal_playable_hunting_grounds	recruitment_points	1.0000
tribal_playable_iron_mine	gdp_mine	200.0000
tribal_playable_iron_mine	resource_prod_iron	1.0000
tribal_playable_iron_workshops	gdp_industry	40.0000
tribal_playable_local_fishery	gdp_port	40.0000
tribal_playable_local_fishery	naval_recruitment_points	1.0000
tribal_playable_local_fishery	pop_growth_port_fishing	0.3000
tribal_playable_meeting_hall	happy_culture_lower	4.0000
tribal_playable_meeting_hall	happy_culture_middle	4.0000
tribal_playable_meeting_hall	happy_culture_upper	4.0000
tribal_playable_meeting_hall	research_points	20.0000
tribal_playble_craft_workshops_metal	recruitment_points	1.0000
tribal_playable_practice_fields	agent_spawn_rate_scout	15.0000
tribal_playable_practice_fields	recruitment_points	3.0000
tribal_playable_prospectors_camp	gdp_mine	300.0000
tribal_playable_prospectors_camp	happy_clamour_for_reform_all_classes	-3.0000
tribal_playable_prospectors_camp	resource_prod_gold	1.0000
tribal_playable_shamanic_gateway	agent_spawn_rate_shaman	20.0000
tribal_playable_shamanic_gateway	happy_culture_lower	5.0000
tribal_playable_shamanic_gateway	happy_culture_middle	5.0000
tribal_playable_shamanic_gateway	happy_culture_upper	5.0000
tribal_playable_shamanic_gateway	recruitment_points	1.0000
tribal_playable_sheep_communal_farms	gdp_farm	60.0000
tribal_playable_sheep_communal_farms	pop_growth_farm	1.2000
tribal_playable_sheep_communal_farms	pop_maxpop_modifier	50.0000
tribal_playable_sheep_communal_farms	resource_prod_sheep	1.0000
tribal_playable_sheep_subsistence_farms	gdp_farm	40.0000
tribal_playable_sheep_subsistence_farms	pop_growth_farm	0.6000
tribal_playable_sheep_subsistence_farms	pop_maxpop_modifier	25.0000
tribal_playable_sheep_subsistence_farms	resource_prod_sheep	1.0000
tribal_playable_silver_mine	gdp_mine	250.0000
tribal_playable_silver_mine	resource_prod_silver	1.0000
tribal_playable_small_coffee_plantation	commodity_prod_coffee	10.0000
tribal_playable_small_cotton_plantation	commodity_prod_cotton	10.0000
tribal_playable_small_sugar_plantation	commodity_prod_sugar	10.0000
tribal_playable_small_tobacco_plantation	commodity_prod_tobacco	10.0000
tribal_playable_spiritual_circle	agent_spawn_rate_shaman	16.0000
tribal_playable_spiritual_circle	happy_culture_lower	4.0000
tribal_playable_spiritual_circle	happy_culture_middle	4.0000
tribal_playable_spiritual_circle	happy_culture_upper	4.0000
tribal_playable_spiritual_circle	recruitment_points	1.0000
tribal_playable_village_longhouse	happy_culture_lower	2.0000
tribal_playable_village_longhouse	happy_culture_middle	2.0000
tribal_playable_village_longhouse	happy_culture_upper	2.0000
tribal_playable_village_longhouse	research_points	10.0000
tribal_playable_warrior_lodge	agent_spawn_rate_scout	12.0000
tribal_playable_spiritual_circle	conversion_animist	2.0000
tribal_playable_warrior_lodge	recruitment_points	2.0000
tribal_playable_weavers_cottages	gdp_industry	100.0000
tribal_playable_weavers_cottages	tw_growth_industry	12.0000
tribal_playable_wheat_communal_farms	gdp_farm	60.0000
tribal_playable_wheat_communal_farms	pop_growth_farm	1.2000
tribal_playable_wheat_communal_farms	pop_maxpop_modifier	50.0000
tribal_playable_wheat_communal_farms	resource_prod_wheat	1.0000
tribal_playable_wheat_subsistence_farms	gdp_farm	40.0000
tribal_playable_wheat_subsistence_farms	pop_growth_farm	0.6000
tribal_playable_wheat_subsistence_farms	pop_maxpop_modifier	25.0000
tribal_playable_wheat_subsistence_farms	resource_prod_wheat	1.0000
tribal_playble_craft_workshops_metal	gdp_industry	20.0000
tribal_village_longhouse	happy_culture_middle	1.0000
tribal_village_longhouse	happy_culture_upper	1.0000
tribal_playable_iron_workshops	recruitment_points	1.0000
tribal_village_longhouse	research_points	10.0000
tribal_playable_council_of_elders	gdp_industry	25.0000
tribal_playable_chiefs_lodge	gdp_industry	50.0000
tribal_playable_high_chiefs_lodge	gdp_industry	75.0000
tribal_playable_confederation_of_tribes	gdp_industry	100.0000
tribal_playble_craft_workshops_metal	recruitment_cost_mod_land_all	-5.0000
tribal_playable_iron_workshops	recruitment_cost_mod_land_all	-15.0000
tribal_playable_iron_workshops	happy_industrialisation_lower	-2.0000
tribal_playable_iron_workshops	happy_industrialisation_middle	-2.0000
tribal_playable_iron_workshops	happy_industrialisation_upper	-2.0000
tribal_playble_craft_workshops_metal	happy_industrialisation_lower	-1.0000
tribal_playble_craft_workshops_metal	happy_industrialisation_middle	-1.0000
tribal_playble_craft_workshops_metal	happy_industrialisation_upper	-1.0000
tribal_playable_fishing_fleet	export_capacity_port	45.0000
tribal_playable_fishing_fleet	trade_routes_mod_max_sea	1.0000
tribal_playable_local_fishery	trade_routes_mod_max_sea	1.0000
tribal_playable_local_fishery	export_capacity_port	30.0000
